,claims,perpectives,undermine_score,support_score,predict_label,gold_label
694,Handguns must be banned in Washington D.C.,Concealed carry application requirements and background checks do not prevent dangerous people from acquiring weapons.,-0.40312675,0.4088265,1,1
695,Handguns must be banned in Washington D.C.,Individuals who should not own weapons are not prevented from purchasing them despite the requirements and background investigations of concealed carry applications,-0.49120677,0.5343732,1,1
696,Handguns must be banned in Washington D.C.,The conditions for concealed carry permits and background checks do not inhibit criminals from obtaining weapons,-0.050006225999999994,0.050547097,1,1
700,Handguns must be banned in Washington D.C.,Carrying a concealed handgun increases the chances of a confrontation escalating and turning lethal.,-0.9508885,1.1932988000000002,1,1
701,Handguns must be banned in Washington D.C.,The act of having a concealed handgun on one's person increases the likelihood of an argument increasing in intensity and resulting in death,-1.3963348,1.7687323,1,1
702,Handguns must be banned in Washington D.C.,Concealed carrying of weapons results in a greater chance of a conflict becoming more intense to the point of death of one party.,-1.1491251,1.4383852,1,1
705,Rupert Murdoch is not a fit person to run an international media corporation,The lack of transparency in News Corp creates a overwhelming distrust in the public view.,-0.5992839,0.6922163,1,1
706,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch is morally unfit to run a powerful media company.,-0.9275518,1.1545258,1,1
707,Rupert Murdoch is not a fit person to run an international media corporation,Rupert Murdoch is unfit to run a media company that has such broad influence.,-0.92113894,1.1591569,1,1
708,Rupert Murdoch is not a fit person to run an international media corporation,Murdoch is unfit to run a company where morals need to matter.,-0.8828089,1.0606073,1,1
712,It is worth voting,Hold politicians to account,-0.8723975,1.0507488,1,1
713,It is worth voting,Have your say,-0.46379694,0.48061866,1,1
715,It is worth voting,My vote does not count,1.6987636000000002,-1.5808282,0,0
716,It is worth voting,My vote is not helpful.,1.951888,-1.8984584,0,0
717,It is worth voting,"When I vote, I don't feel like the vote I have is important.",1.2525135,-1.2147261999999999,0,0
718,It is worth voting,Civic duty,-0.711779,0.8347437,1,1
719,It is worth voting,Politicians will simply ignore how we vote,1.9177848999999998,-1.8085846999999997,0,0
720,It is worth voting,Politicians will not pay any attention to our votes.,2.1621566000000003,-2.1583537999999995,0,0
721,It is worth voting,Our votes will not be acknowledged by our representatives.,2.1583542999999996,-2.15669,0,0
723,It is worth voting,Politicians don't care about engaging with me about issues that matter for me.,0.22308703,-0.19623378,0,0
724,It is worth voting,We don’t just vote for ourselves ,-0.55599636,0.5643678000000001,1,1
725,It is worth voting,We vote not just for ourselves.,-1.2131976999999998,1.5141919,1,1
726,It is worth voting,"When we vote, its not just for ourselves.",-0.8516889000000001,0.98670775,1,1
728,Civil liberties should be sacrificed for the greater good,The loss of individual liberty is the start of a slippery slope.,2.8646607000000004,-2.9605165,0,0
729,Civil liberties should be sacrificed for the greater good,Losing individual liberties leads to dangerous times.,2.6142285,-2.669537,0,0
730,Civil liberties should be sacrificed for the greater good,The loss of individual freedoms is the beginning of dark times.,1.8396335,-1.7817290000000001,0,0
734,Civil liberties should be sacrificed for the greater good,National security is something that must be protected even at the cost of,-1.9639773,2.6629647999999997,1,1
735,Civil liberties should be sacrificed for the greater good,The protection of national security is worth the loss of some civil liberties.,-1.7921895,2.4071274,1,1
736,Fighting should be allowed in hockey.,"Fighting in hockey leads to concussions, mental health problems, and death.",2.8499380000000003,-2.9204058999999996,0,0
737,Fighting should be allowed in hockey.,Fighting draws fans and increases the game's entertainment value.,-1.9315422999999998,2.5776725,1,1
739,Fighting should be allowed in hockey.,Fighting at the professional level sets a bad example for kids.,1.7916839,-1.7520188,0,0
745,Boys should go to boys only schools,"boys are more aggressive, violent, stereotypically masculine in boys schools",1.5194404,-1.3746148,0,0
746,Boys should go to boys only schools,thbt boys and girls should be educated serparatley,-0.65651715,0.7840682,1,1
747,Boys should go to boys only schools,Kids regardless of gender should be taught in school together.,-0.9750781,1.2126769,1,1
748,Boys should go to boys only schools,Schools need to be gender neutral in order to ensure the kids safety.,-1.6540269,2.1745007000000003,1,1
749,Boys should go to boys only schools,some boys and girls should be educated seperately,-0.6917321999999999,0.8666021999999999,1,1
750,Boys should go to boys only schools,seperate education for boys and girls have its own benefit,-1.9805753000000001,2.6392047,1,1
752,Animals have rights.,animals are entitled to rights,-1.9545377,2.5581582000000003,1,1
753,Animals have rights.,living beings have basic rights,-2.063427,2.7139022,1,1
758,The Internet must be censored,People often react poorly to being censored by their governments.,0.48550475,-0.41542843,0,0
759,The Internet must be censored,Governments have a moral duty to protect its citizens from harmful sites.,-0.6265088000000001,0.9215032,1,1
760,The Internet must be censored,The internet must be censored to protect society,-0.71993774,0.91305774,1,1
761,The Internet must be censored,Internet Nazis must be censored!,-0.7230321999999999,0.8771318000000001,1,1
766,The Internet must be censored,"As an extensive form of media, the Internet should be subject to regulation just as other forms of media are.",-0.060940363,0.15631682,1,1
769,The Internet must be censored,The government here may legitimately limit ‘free speech’.,-0.041803487,0.15622744,1,1
773,We support the New START Treaty,The New START treaty harms US nuclear capabilities   ,2.4459248,-2.4877164,0,0
774,We support the New START Treaty,The US Nuclear capabilities are hurt by the New START treaty.,2.9270853999999997,-3.0960329,0,0
775,We support the New START Treaty,There is harm to the nuclear capabilities of the US by New START treaty.,2.845281,-2.9500450000000003,0,0
776,We support the New START Treaty,The New START treaty maintains US nuclear and missile defence.,-1.5325414,1.9554522,1,1
778,Christianity is the greatest deception of today,There are greater deceptions than Christianity.,-0.36636108,0.36615658,1,1
779,Christianity is the greatest deception of today,There are a great many of deceptions in the world today that are bigger than Christianity.,-0.8014265,0.9509069,1,1
784,Democracy Is the Best Form of Government,Better governance due to transparency,-1.9622377,2.5631983,1,1
785,Democracy Is the Best Form of Government,Respect of Human Rights,-1.0368459,1.2360761,1,1
786,Democracy Is the Best Form of Government,Respect for the rights of other humans.,-1.2082365,1.4852843,1,1
787,Democracy Is the Best Form of Government,Respect for the rights of people.,-1.0239428,1.2191816999999998,1,1
788,Democracy Is the Best Form of Government,Electorate is not motivated,0.17193048,-0.14046869,0,0
789,Democracy Is the Best Form of Government,Promoting democracy promotes peace.,-2.0634015,2.7019954,1,1
790,Democracy Is the Best Form of Government,Peace can only be achieved only through a well functioning democracy,-1.9953886000000003,2.658007,1,1
791,Force think tanks to reveal all of their sources of funding,People have a right to know where their information comes from,-1.9847529,2.6773233,1,1
792,Force think tanks to reveal all of their sources of funding,People should know where information came from. ,-1.8928459,2.5375012999999997,1,1
793,Force think tanks to reveal all of their sources of funding,Legally requiring disclosure from all benefits think tanks,-1.4633076,1.8565653999999998,1,1
794,Force think tanks to reveal all of their sources of funding,Disclosure should be require initially by law. ,-1.0295659,1.2461376,1,1
795,Force think tanks to reveal all of their sources of funding,By law disclosure should be discussed at the start.,-1.0843498,1.3468761,1,1
796,Force think tanks to reveal all of their sources of funding,Overregulating think tanks sets a dangerous precedent,2.7776976,-2.874607,0,0
797,Force think tanks to reveal all of their sources of funding,A dangerous precedent is set when you regulate think tanks.,2.2830145,-2.3119226000000004,0,0
801,Force think tanks to reveal all of their sources of funding,Think tanks should be able to choose not to know who funds them,1.1778153999999998,-1.0692487,0,0
802,Force think tanks to reveal all of their sources of funding,Think tanks do not need to know where their funding is from.,2.6888514,-2.7750177000000003,0,0
803,Force think tanks to reveal all of their sources of funding,It is not neccesary for think tanks to know who funds them.,1.8225776000000002,-1.7675898,0,0
806,Force think tanks to reveal all of their sources of funding,"Think tanks should be assessed by the value of their ideas, not by who funds them",1.9552323,-1.9293735,0,0
807,Force think tanks to reveal all of their sources of funding,Who funds a think tank is unimportant to the value of their ideas.,0.78304595,-0.8064595999999999,0,0
809,Fines should be made relative to income,The rich are now also deterred,-1.9492247,2.5947007999999996,1,1
812,Fines should be made relative to income,It is unfair to penalize a higher income with a larger fine.,1.6553551,-1.5749581,0,0
813,Fines should be made relative to income,"Fines should be according to crime, not income.",0.76056874,-0.6539782,0,0
814,The UN should impose sanctions on countries that destroy their rainforests,Sanctions give rise to a whole new set of problems,0.479145,-0.48564875,0,0
815,The UN should impose sanctions on countries that destroy their rainforests,Sanctions only cause more problems.,2.7478599999999997,-2.9225907,0,0
816,The UN should impose sanctions on countries that destroy their rainforests,The implementation of sanctions cause unforeseen problems.,2.7451779999999997,-2.8697436,0,0
817,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the most effective response to an urgent crisis.,-1.9660191999999999,2.6278479999999997,1,1
818,The UN should impose sanctions on countries that destroy their rainforests,Urgent crisises are best responded to with sanctions.,-1.4785868,2.0160913000000003,1,1
819,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the fastest and most effective measures when a crisis is urgent.,-1.9521691000000003,2.6183558,1,1
820,The UN should impose sanctions on countries that destroy their rainforests,[Response to rebuttal] Sanctions are the most effective response to an urgent crisis.,-1.6149335,2.1703486,1,1
821,The UN should impose sanctions on countries that destroy their rainforests,The most effective response to a true crisis is the implementation of sanctions.,-1.8272982,2.492538,1,1
822,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the most effective manner in which to respond to a real crisis.,-1.8906347,2.5309486,1,1
825,The United States is a ‘benign’ hegemon,"In reality, the United States is an empire, not a hegemon.",0.30421352,-0.24944997,0,0
829,Reheat tea in the microwave,Reheating is 5 times better for the environment,-1.5806456,2.0360332,1,1
830,Reheat tea in the microwave,"Reusing, reheating tea using the stove is environmentally unsound.",-0.5069636,0.55977255,1,1
831,The full financial history of all candidates for political office must be posted online,"The focus of elections should be on policy, not personal issues like financial records",2.5627103,-2.6044669999999996,0,0
832,The full financial history of all candidates for political office must be posted online,"Financial records are personal, not political, issues.",2.8769307,-2.9552126,0,0
833,The full financial history of all candidates for political office must be posted online,Political candidates should focus on policy and not be subjected to scrutinization of their financial records.,2.5571527,-2.6025093,0,0
835,The full financial history of all candidates for political office must be posted online,Forcing candidates to post their full financial history violates their privacy.,2.9371817000000005,-3.0622005,0,0
836,The full financial history of all candidates for political office must be posted online,Political candidates' rights would be violated if they were forced to post their financial records online.,2.944982,-3.1199856,0,0
837,The full financial history of all candidates for political office must be posted online,Financial dealings can indicate candidates’ willingness to circumvent the system/play by the rules,-0.94566464,1.1826222,1,1
838,The full financial history of all candidates for political office must be posted online,"By releasing financial info, a candidate shows his honesty",-2.0038848000000002,2.6764259999999997,1,1
839,The full financial history of all candidates for political office must be posted online,"By releasing financial info, a candidate shows his openess and willingness to comply",-1.9509148999999997,2.571724,1,1
840,The full financial history of all candidates for political office must be posted online,Candidates' willingness to circumvent the system/play by the rules can be indicated by financial dealings.,-0.8089755999999999,0.98390347,1,1
841,The full financial history of all candidates for political office must be posted online,Financial dealings can tell a candidates' willingness to circumvent the system/play by the rules.,-1.0554028,1.335166,1,1
842,The full financial history of all candidates for political office must be posted online,"Voters have a right to know the background of their would-be representatives, including financial background",-1.8532411,2.5271819,1,1
843,The full financial history of all candidates for political office must be posted online,Every one running for office must show their tax returns,-0.6077024999999999,0.6768139,1,1
844,The full financial history of all candidates for political office must be posted online,Running for office should make your life an open book,-2.0955088,2.7006392000000004,1,1
845,The full financial history of all candidates for political office must be posted online,Voters deserve to know the background including financial background of their would-be representatives.,-1.8031236000000002,2.4604645,1,1
846,The full financial history of all candidates for political office must be posted online,The would-be representatives should disclose their complete background including financial background to the voters who have a right to know.,-0.74218345,0.8588358,1,1
847,The full financial history of all candidates for political office must be posted online,Fixating on candidates’ financial records fuels the fire of class war,2.8460536,-2.9415426,0,0
848,The full financial history of all candidates for political office must be posted online,Too much focus on candidates' finances only leads to class wars. ,1.9583718999999997,-1.9368706000000002,0,0
849,The full financial history of all candidates for political office must be posted online,Candidates posting their full financial history online would only intensify class wars.,2.7387152,-2.8218607999999996,0,0
850,The full financial history of all candidates for political office must be posted online,This information offers valuable texture to the financial proposals candidates offer as potential policy,-2.073643,2.6764555,1,1
851,The full financial history of all candidates for political office must be posted online,Candidates' full financial history allows voters to consider the financial proposals candidates may offer as potential policy.,-1.5521214,2.1109424,1,1
852,The full financial history of all candidates for political office must be posted online,Political candidates' full financial history offers valuable texture with regard to potential financial policies candidates may offer.,-2.0144105,2.6169822,1,1
858,Pre-nuptial agreements should not be recognised in divorce courts,Liberty to decide what you want is good and because pre-nuptial agreements can be considered rational decisions,0.053045012,-0.0777255,0,0
859,Pre-nuptial agreements should not be recognised in divorce courts,Pre-nuptial agreements constitutes a serious chance of abuse,-1.1149091999999998,1.370663,1,1
861,Downloading music without permission is morally equivalent to theft,A legal transaction is the only way to achieve free exchange of value,-0.20049393,0.28963655,1,1
865,Violent Video Games Contribute to Youth Violence,Research has shown violent video games encourage criminal and anti-social behaviour,-1.1757773999999999,1.5265524,1,1
866,Violent Video Games Contribute to Youth Violence,people immitate video games.,-1.4932051000000002,1.9911113999999999,1,1
867,Violent Video Games Contribute to Youth Violence,violent games make people agressive.,-0.15325393,0.2204866,1,1
868,Violent Video Games Contribute to Youth Violence,Playing violent video games leads to violent behaviors.,-0.6440916,0.78009343,1,1
869,Violent Video Games Contribute to Youth Violence,"Playing violent video games causes more aggression, bullying, and fighting.",-0.784712,1.0365853,1,1
870,Violent Video Games Contribute to Youth Violence,Simulating violence such as shooting guns and hand-to-hand combat in video games can cause real-life violent behavior.,-0.42792696,0.51520306,1,1
871,Violent Video Games Contribute to Youth Violence,The American Psychological Association (APA) lists violent video games as a risk factor for aggressive behavior.,-1.1310818,1.4476242,1,1
872,Violent Video Games Contribute to Youth Violence,Violent Video Games cause Violent Behaviour,-1.0846444,1.3071294,1,1
873,Violent Video Games Contribute to Youth Violence,real life violent behaviors may be stimulated by video games,-1.0346545,1.3900943000000001,1,1
874,Violent Video Games Contribute to Youth Violence,"Violent video games are seen as a risk factor for aggressive behavior, according to the American Psychological Association (APA)",-1.4030878999999998,1.8320207999999998,1,1
875,Violent Video Games Contribute to Youth Violence,Gun violence is less prevalent in countries with high video game use.,1.1285044,-0.9984027,0,0
876,Violent Video Games Contribute to Youth Violence,Countries with high video game use see less gun violence,0.59693205,-0.5612746999999999,0,0
877,Violent Video Games Contribute to Youth Violence,"Studies have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors.",2.8525374,-2.9547152999999997,0,0
878,Violent Video Games Contribute to Youth Violence,Violent video games have been shown to have positive effect on kindness and cooperative behavior.,2.921039,-3.0584287999999997,0,0
879,Violent Video Games Contribute to Youth Violence,Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world.,0.7175537,-0.5396424,0,0
880,Violent Video Games Contribute to Youth Violence,There are many flaws to the theory that violent video games cause real life violence.,2.2501627999999996,-2.2080245,0,0
881,Violent Video Games Contribute to Youth Violence,Studies claiming a causal link between video game violence and real life violence are flawed.,2.4911702,-2.471854,0,0
882,Violent Video Games Contribute to Youth Violence,Playing violent video games does not cause kids to commit mass shootings.,1.4788947000000001,-1.3928745,0,0
884,Violent Video Games Contribute to Youth Violence,Violent Video Games Cause Social Interaction Problems,-1.0544018,1.3039861000000001,1,1
885,Violent Video Games Contribute to Youth Violence,Violent video games lead to inappropriate social interactions.,-0.2433896,0.27679074,1,1
886,Violent Video Games Contribute to Youth Violence,Violent video games are detrimental to social interaction.,-0.59595567,0.70872355,1,1
887,Violent Video Games Contribute to Youth Violence,Violent video games desensitise users,-1.6090603,2.169118,1,1
888,Violent Video Games Contribute to Youth Violence,Violent games normalizes forms of violence.,-1.9528290000000001,2.6201742,1,1
889,Violent Video Games Contribute to Youth Violence,Restrictions would be ineffective,2.7314768,-2.6823132000000003,0,0
890,Violent Video Games Contribute to Youth Violence,Restricting video games only makes people more interested in them. ,1.3936656,-1.2971712,0,0
891,Violent Video Games Contribute to Youth Violence,Restricting violent video games will have no correlation to a reduction in societal crime.,0.4701192,-0.43760878,0,0
892,Violent Video Games Contribute to Youth Violence,"The government has a right to restrict the sale of violent video games, in order to protect law and order.",-1.5470426000000002,2.0717914,1,1
893,Violent Video Games Contribute to Youth Violence,"In order to maintan a well funcitoning society, the government has a right to restrict violent games which could hurt people.",-1.9694651,2.6292171000000004,1,1
894,Violent Video Games Contribute to Youth Violence,Video games are content that has a right to be censored for the mass majority's public safety.,-0.8882526,1.1051258999999998,1,1
895,Smoking should be banned in public places,smoking should be banned in public places,-1.3570200000000001,1.7575604,1,1
898,Smoking should be banned in public places,"Smoking is a personal choice, and should not be restricted.",0.5751463000000001,-0.47751668,0,0
912,Smoking should be banned in public places,smoking don't necessarily have to be banned,0.21213093,-0.10368989999999999,0,0
913,Smoking should be banned in public places,It isn't necessary to ban smoking.,0.04003475,-0.060014505,0,0
915,Smoking should be banned in public places,Banning smoking is not something that's necessary.,0.8181388,-0.7366587,0,0
916,Smoking should be banned in public places,Banning smoking in public places is not right.,0.1868277,-0.15113582,0,0
917,Smoking should be banned in public places,It is not right to ban smoking.,0.43558199999999997,-0.42291293,0,0
918,Smoking should be banned in public places,Banning smoking is a bad idea.,1.1033877,-0.9179858,0,0
919,Smoking should be banned in public places,It's a bad idea to ban smoking.,2.070252,-2.0294685,0,0
923,Smoking should be banned in public places,A smoking ban in public places is harmful to the economy,2.3878694,-2.3758285,0,0
924,Smoking should be banned in public places,Economic hardship would follow a public place smoking ban,1.1921728999999999,-1.0534244,0,0
925,Smoking should be banned in public places,Lower healthcare costs,-1.9770576000000002,2.584858,1,1
927,We should abolish speed cameras,Speed cameras are a dangerous distraction to motorists,-1.3423858999999998,1.7263513,1,1
928,We should abolish speed cameras,Speed cameras take motorists by surprise and distract them.,-1.0130205,1.283733,1,1
929,We should abolish speed cameras,Speed cameras distract mororists and are therefore dangerous.,-1.307392,1.6589199000000001,1,1
930,We should abolish speed cameras,Speed cameras encourage responsibility for our actions  ,1.8370433000000002,-1.7236506999999999,0,0
934,We should abolish speed cameras,Speed cameras were meant to encourage good driving.,1.2051957,-0.9388880999999999,0,0
936,We should abolish speed cameras,Traffic cams have not altered driver behaviors.,-0.6127117,0.6545518,1,1
937,We should abolish speed cameras,Traffic cams have failed in their mission to alter drivers' behaviors.,-1.233706,1.5720451000000002,1,1
939,We should abolish speed cameras,"Cameras don't save lives, better car and medical technology do,",-0.9010530000000001,1.0913348999999999,1,1
940,We should abolish speed cameras,"Improved car and medical technology save lives, cameras do not",-0.42657897,0.45433152,1,1
941,We should abolish speed cameras,"Cameras are money making, not life saving",-1.2478576000000001,1.5731188999999999,1,1
942,We should abolish speed cameras,Traffic cams are just automated speed traps.,-1.1157857,1.4048686000000001,1,1
943,We should abolish speed cameras,"Speed cameras were meant for monetary gains, not to improve driving.",-1.0994158,1.4399328000000002,1,1
944,We should abolish speed cameras,Cameras increased fatalities creating a “fatality gap” as decades of declining fatalities flattened out,-1.3161874,1.6867468,1,1
945,We should abolish speed cameras,Speed cameras only detect 5% of all road accidents,-1.0828874,1.3678309,1,1
946,We must bring back corporal punishment,Social problems can be solved without resorting to physical punishments.,2.803625,-2.957389,0,0
947,We must bring back corporal punishment,States' duty to avoid the use of force when solving social problems,2.2792573,-2.3432443,0,0
949,We must bring back corporal punishment,Corporal punishment isn't a good idea when solving social problems.,2.6475005,-2.7847218999999996,0,0
950,We must bring back corporal punishment,States’ duty to avoid the use of force when solving social problems,2.3814516,-2.427186,0,0
953,Scotland should cede from the union.,Independence would give Scotland clout where it matters,-1.7752212,2.3345516,1,1
954,Scotland should cede from the union.,If Scotland were independent then it would have more power in important areas.,-1.8585646,2.4637558,1,1
955,Scotland should cede from the union.,An independent Scotland nation-state would give it more influence.,-2.0609531000000003,2.6374235,1,1
956,Scotland should cede from the union.,Scotland will be unable to survive economically without England,1.1109818,-1.0064535,0,0
958,Scotland should cede from the union.,Scotland would not be able to survive independently without England.,1.3379603999999998,-1.2067506000000001,0,0
959,Scotland should cede from the union.,Relations between Scots and English are deteriorating,-1.3134491000000001,1.6857914,1,1
960,Scotland should cede from the union.,Other small nation-states like Norway and the Republic of Ireland are successful,-1.8767483,2.4879192999999997,1,1
961,Scotland should cede from the union.,Norway and the Republic of Ireland are examples of successful nation-states.,-1.8769917,2.5110912,1,1
962,Scotland should cede from the union.,You can look at Norway and the Republic of Ireland to see successful nation-states.,-1.7626092,2.3218455000000002,1,1
963,Scotland should cede from the union.,The Scots themselves would vote against independence if there was a referendum.,1.3082988000000002,-1.1625003999999999,0,0
964,Scotland should cede from the union.,"If it should come to it, the Scottish people would not vote for independence.",1.2435503,-1.0687765,0,0
965,Scotland should cede from the union.,Scots would not be in favor of voting for independence. ,1.2271311000000003,-1.0940290000000001,0,0
966,Scotland should cede from the union.,Scotland has different interests to rUK,-0.93528646,1.1565813999999999,1,1
970,US must get rid of the double jeopardy rule,Abolishment of double jeopardy would ensure the guilty do not escape punishment,-0.1919725,0.17469126,1,1
971,We must ban negative advertising in political campaigns,Negative campaigning reduces the diversity and representativeness of government.,-0.47513318,0.48002303,1,1
972,We must ban negative advertising in political campaigns,Negative campaign divides the nation and its people,-1.2255513999999998,1.614256,1,1
973,We must ban negative advertising in political campaigns,Negative campaigns reduce diversity,-0.73180985,0.8456415,1,1
974,We must ban negative advertising in political campaigns,Negative campaigns helps reduce diversity,-0.5902156999999999,0.7038584,1,1
975,We must ban negative advertising in political campaigns,Existing methods of disciplining and controlling candidates are ineffective.,-0.47432208,0.47357089999999996,1,1
976,We must ban negative advertising in political campaigns,Negative campaigning creates voter apathy and prevents accurate reporting of candidates’ policies and ideologies.,-1.2653838,1.630822,1,1
977,We must ban negative advertising in political campaigns,Negative campaigning can create voter apathy,-0.9948568000000001,1.3157678,1,1
978,We must ban negative advertising in political campaigns,Negative campaigning leads to negative governance.,-1.1124926000000002,1.4905282,1,1
979,We must ban negative advertising in political campaigns,Negative campaigns can lead to negative governing.,-0.39629367,0.43000293,1,1
980,We must ban negative advertising in political campaigns,Negativity in campaigns can lead to a government that is negative.,-0.48597625,0.53799623,1,1
981,Humans should eat meat,Humans need meat in their diet,-0.31206999999999996,0.3891573,1,1
982,Humans should eat meat,Humans need to eat meat.,-0.051167637,0.06890884,1,1
985,Humans should eat meat,We should eat less meat.,0.47035370000000004,-0.23295978,0,0
987,Humans should eat meat,If humans are like animals they should be able to eat them,-0.46271443,0.52541804,1,1
988,Humans should eat meat,Humans should be allowed to eat animals. ,-0.53651035,0.6111898,1,1
990,Humans should eat meat,There's nothing inherently wrong with eating animals,-0.31399040000000006,0.29502827,1,1
991,Humans should eat meat,It if fine to eat animals. ,-0.5414013000000001,0.5841063,1,1
992,Humans should eat meat,It is not immoral to eat animals.,-0.5152407,0.51492405,1,1
993,Humans should eat meat,The farming of animals causes suffering. Causing suffering is wrong. The farming of animals is wrong,0.16304722,-0.0072075576,0,0
996,Humans should eat meat,"Animals are below humans, therefore humans can eat them",-0.52059984,0.499576,1,1
1001,The environment is being sacrificed for the economy,Air pollution gets worse over time.,-0.87697816,1.0976281,1,1
1002,The environment is being sacrificed for the economy,air pollution is going to get worse,-0.97969306,1.2256614,1,1
1003,The environment is being sacrificed for the economy,the pollution in the air is going to get worse,-0.70039153,0.8416766,1,1
1007,Gorbachev Was Responsible for The Collapse Of The USSR,Perestroika put the final nails in the USSR’s economy,0.6276297,-0.54606247,0,0
1009,Gorbachev Was Responsible for The Collapse Of The USSR,It was dead from the time Stalin took control,0.0020076185000000002,-0.048444703,0,0
1012,Major league baseball should continue to allow collisions at home plate,collisions and violence should not be in baseball,0.31530884,-0.2863354,0,0
1013,Major league baseball should continue to allow collisions at home plate,Collisions are not as dangerous as they’re feared to be.  ,-0.51846105,0.5676664,1,1
1014,Major league baseball should continue to allow collisions at home plate,Collisions are not necessarily dangerous.,-0.90226233,1.0477216999999999,1,1
1015,Major league baseball should continue to allow collisions at home plate,Collisions in MLB aren't all that bad.,-0.3227865,0.36243800000000004,1,1
1018,Major league baseball should continue to allow collisions at home plate,Collisions are unnecessary.  ,1.3516215,-1.1648061,0,0
1019,Major league baseball should continue to allow collisions at home plate,collisions are not good,1.2105836,-1.1774683000000001,0,0
1020,Major league baseball should continue to allow collisions at home plate,Collisions are a part of the game.  ,-0.21704084,0.24793465,1,1
1021,Major league baseball should continue to allow collisions at home plate,It's a major part of the game.,-0.48210484,0.5933111999999999,1,1
1022,Major league baseball should continue to allow collisions at home plate,Collisions happen in baseball and should be left as is.,-0.31681073,0.33289307,1,1
1023,Major league baseball should continue to allow collisions at home plate,Collisions are just part of the game of baseball,-0.20593773,0.24404953,1,1
1024,Major league baseball should continue to allow collisions at home plate,One of the things that is part of baseball is having collisions,-0.7351651,0.88538414,1,1
1025,Major league baseball should continue to allow collisions at home plate,Collisions are dangerous and lead to injury.  ,2.7185742999999998,-2.823701,0,0
1026,Major league baseball should continue to allow collisions at home plate,collisions are very dangerous,2.2924314,-2.3917964,0,0
1029,Major league baseball should continue to allow collisions at home plate,Banning collisions would fundamentally change portions of the game.,-1.8838341,2.5072517000000003,1,1
1030,Major league baseball should continue to allow collisions at home plate,Taking away collisions would give an advantage to one side,-1.4837863000000002,1.917576,1,1
1031,Major league baseball should continue to allow collisions at home plate,"By taking away collisions, you would give one side an unfair advantage",-0.3518436,0.3704243,1,1
1032,Major league baseball should continue to allow collisions at home plate,Collisions are exciting and fun to watch.  ,-1.390236,1.8818588,1,1
1033,Major league baseball should continue to allow collisions at home plate,Collisions are an exciting part of the sport.,-1.0302088,1.2877573999999998,1,1
1034,Major league baseball should continue to allow collisions at home plate,Physicality is an important and fun part of major league baseball.,-1.1499246,1.5093138000000001,1,1
1035,Major league baseball should continue to allow collisions at home plate,Collisions are an exciting part of the game,-0.561712,0.62722003,1,1
1036,Major league baseball should continue to allow collisions at home plate,It is exciting to watch a collision,-0.6827354,0.90725696,1,1
1037,The internet’s anonymity is beneficial,"cyber-bullying  ubiquitously leads to child solicitation,murder,identity theft and all sorts of other crimes & misdemeanors",2.0639055,-2.0360372,0,0
1044,Individuals have a moral obligation to assist people in need,"2.  consequentialism - we must reduce overall suffering, helping people reduces suffering in the world",-1.4971669,2.0246183999999996,1,1
1045,Individuals have a moral obligation to assist people in need,It's none of your business,2.7100732000000005,-2.7809281,0,0
1046,Individuals have a moral obligation to assist people in need,virtue ethics - we become better people,-1.6421473999999998,2.1683307000000003,1,1
1047,History as a subject in school is needed,History offers knowledge that coincides with other subjects,-2.0689545,2.6892047000000003,1,1
1048,History as a subject in school is needed,History is something that people need to know. ,-1.9145279,2.5343313,1,1
1049,History as a subject in school is needed,history is an important subject,-1.9318366000000002,2.5852517999999995,1,1
1051,History as a subject in school is needed,where we have been can help us with where we are going,-2.0130236,2.6954472000000003,1,1
1052,History as a subject in school is needed,"Teaching history ensures that events of the past are not forgotten, and lessons are learned",0.0027270615000000004,0.0030945409999999997,1,1
1053,History as a subject in school is needed,We learn from the mistakes and successes of others,-0.5179083999999999,0.61501545,1,1
1056,History as a subject in school is needed,"History should be taught to school-children, they form an integral part of understanding oneself and one's nation",-2.0237776999999997,2.6578789,1,1
1057,History as a subject in school is needed,History should always have a place in the schoolroom because it is vital to an understanding of why things are the way they are. ,-1.9614918000000001,2.5859256,1,1
1058,History as a subject in school is needed,"To understand how things came to be, school children should be taught historical facts and figures. ",-1.8379748,2.4980912,1,1
1059,History as a subject in school is needed,Schoolchildren need to learn history since it is an integral part of learning about one's country.,-1.9072063999999997,2.4966607000000005,1,1
1060,History as a subject in school is needed,History teaches useful skills applicable in other areas of education and life,-2.1041243,2.7013529999999997,1,1
1061,History as a subject in school is needed,"Without a firm foundation of historical knowledge, children will have a harder time learning necessary skills. ",-1.6776852999999998,2.2284292999999997,1,1
1062,History as a subject in school is needed,A good education relies on a strong foundation of historical knowledge.,-2.064561,2.7115544999999996,1,1
1063,History as a subject in school is needed,History is a useful subject because it teaches useful skills.,-2.0194557,2.6740556,1,1
1064,History as a subject in school is needed,It's a good idea to teach history since kids can learn useful skills they can use throughout their lives.,-2.0634837,2.691105,1,1
1065,History as a subject in school is needed,Historical facts can be established to a sufficient degree to be taught to schoolchildren,-2.0160598999999997,2.6515229,1,1
