,claims,perpectives,undermine_score,support_score,predict_label,gold_label
2432,Abolish the US Electoral College,The electoral college makes certain voters decline to vote.,0.020282194,-0.06007658,0,1
2433,Abolish the US Electoral College,Voters and party builders are undermined by the electoral college.,2.0757127,-1.9925514,0,1
2434,Abolish the US Electoral College,"With the electoral college in place, it weakens people's incentives for voting.",2.3650580000000003,-2.3864357000000003,0,1
2435,Abolish the US Electoral College,The electoral college goes against the democratic system because it hinders party building and has a negative impact on voting.,2.7453418,-2.8270352,0,1
2438,Abolish the US Electoral College,The electoral college violates the democratic principle of equality in voting,0.70646596,-0.7261116,0,1
2439,Abolish the US Electoral College,The electoral college violates principles of equity.,0.09336892,-0.16086029999999998,0,1
2440,Abolish the US Electoral College,America's electoral college should be done away with because it violates the democratic principle of equality in voting.,0.11087021,-0.03199448,0,1
2441,Abolish the US Electoral College,The electoral college is just a violation of voter equality.,1.8624859,-1.7188168000000001,0,1
2442,Abolish the US Electoral College,The electoral college violates the democratic principle that the winner should be the candidate receiving the most votes.  ,1.5819584,-1.5676886,0,1
2443,Abolish the US Electoral College,The electoral college goes against the idea that whoever earns the most votes wins.,1.189172,-1.1382577,0,1
2445,Abolish the US Electoral College,The reasons for which the Founding Fathers created the Electoral College are no longer relevant.,1.445691,-1.3631991,0,1
2446,Abolish the US Electoral College,"The Electoral College gives too much power to ""swing states"" and allows the presidential election to be decided by a handful of states.",0.065913305,-0.110224694,0,1
2447,Abolish the US Electoral College,The Electoral College ignores the will of the people. ,0.97214574,-0.9183658000000001,0,1
2454,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns",Personality politics is harmful to the democratic process,0.2495924,-0.21875127,0,1
2455,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns",Celebrities becoming involved in politics can be detrimental to democracy.,0.8347062,-0.66874427,0,1
2462,"Film stars, music stars and other popular entertainers should not be participating in party-political campaigns",This is an unjust use of unelected power,0.6088581,-0.47360843,0,1
2467,Stop the Olympic Games,It  sanctions and encourages 'Islamophobic' panics and promotes the excessive 'securitisation' of the globe,0.33963013,-0.28486332,0,1
2468,Stop the Olympic Games,This would result in Islamophobic panics and knee jerk reactions across the world.,2.794764,-2.8596284,0,1
2469,Stop the Olympic Games,Islamophobic panic and excessive security would be sanctioned by this action.,1.1157378999999998,-1.0265045,0,1
2475,Stop the Olympic Games,The Olympics displace and burden residents of the host country and city. ,2.6484134,-2.705103,0,1
2476,Stop the Olympic Games,The Olympics place a strain on the residents of the host city and country.,2.8988779,-3.0278277,0,1
2477,Stop the Olympic Games,Hosting the Olympics can be more trouble than it's worth for those who live there.,0.57650506,-0.5081718,0,1
2485,The United Nations Security Council should be expanded,The current Security Council doesn't reflect the economic reality of the 21st century.,1.2440319,-1.1736423999999999,0,1
2489,The United Nations Security Council should be expanded,There is a growing imbalance between developing and developed countries representation in the Council.,0.88770175,-0.7623274999999999,0,1
2518,We should not slaughter animals which have not been stunned first.,slaughtering without proper procedure results in pain,1.3390634,-1.2197453,0,1
2519,We should not slaughter animals which have not been stunned first.,"Unless animals are stunned prior to being slaughtered, the slaughter will cause the animal great pain. ",0.21546882,-0.23018813,0,1
2525,Abolish congressional earmarks,Earmarks transfer too much power to political parties' central leadership,0.06977967,-0.06691502,0,1
2526,Abolish congressional earmarks,Earmarks allow the leaders of political parties to be too powerful.,1.2937788000000001,-1.2326579,0,1
2527,Abolish congressional earmarks,Earmarks give the central leaders of political parties too much leverage. ,1.2235713,-1.1986108999999998,0,1
2529,Abolish congressional earmarks,Earmarks contribute to a loss of confidence in the government.,1.5299771,-1.4362546999999999,0,1
2530,Abolish congressional earmarks,Earmarks make people suspicious of the government. ,2.518348,-2.5523702999999998,0,1
2534,Abolish congressional earmarks,Earmarks are against our basic principles of fairness.,0.21898837,-0.13931306,0,1
2535,Abolish congressional earmarks,Earmarks aren't fair to everyone. ,1.0187648999999999,-0.89935297,0,1
2544,Abolish congressional earmarks,Earmarks do not represent an efficient use of taxpayers' money,0.36961973,-0.3526988,0,1
2545,Abolish congressional earmarks,Earmarks waste the taxpayer's money.,0.20957518,-0.16864492,0,1
2546,Abolish congressional earmarks,Earmarks aren't the best way to spend tax dollars. ,1.1012701,-1.0175072,0,1
2592,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,[Iran specific] Iran has threatened to destroy Israel,1.9668484,-1.8852565,0,1
2595,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The United States has an obligation to protect international stability due to its unique military strength.,0.6958335,-0.60346425,0,1
2599,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"If the US does not act on Iran, Israel will",0.40432677,-0.33529657,0,1
2600,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Humanitarian intervention becomes impossible in states that possess nuclear weapons,1.573291,-1.4773718999999998,0,1
2601,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Humanitarian missions would not be possible in states that have nuclear weapons.,2.2066746,-2.206557,0,1
2602,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,It is very difficult to intercede in humanitarian crises in states wherein nuclear weapons are present.,2.2079265,-2.1760302000000005,0,1
2603,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The threat of a state developing nuclear weapons could instigate pre-emptive strikes from its neighbours and rivals to prevent the acquisition of such weapons,2.8862476000000004,-2.990891,0,1
2604,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Other countries could strike against those developing nuclear weapons to protect themselves.,2.8365097,-2.9631147,0,1
2605,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,"To keep other countries from obtaining a nuclear arsenal, other nations may pre-emptively strike.",1.8759192,-1.8174561999999999,0,1
2606,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The intention of a state to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.,2.839675,-2.9964256000000002,0,1
2616,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Possessing nuclear weapons will be counter to the peaceful interests of states,2.6086563999999997,-2.6306891,0,1
2617,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Nuclear waste disposal is rarely safe/efficient; it is too much to expect a sqeaky clean disposal/disarmament of nuclear weapons  ,0.7751726999999999,-0.7000430999999999,0,1
2623,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Proliferation of nuclear weapons increases the chances of nuclear accidents,2.6462545,-2.6667316000000003,0,1
2624,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Nuclear weapons can fall into the wrong hands.,2.8268828,-2.9118787999999998,0,1
2625,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,The nukes can end up being used against us.,1.4266145000000001,-1.3381305000000001,0,1
2626,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,States will give terrorists nuclear weapons,2.5326347,-2.5630933999999996,0,1
2627,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,It's conceivable that the wrong people will have the weapons.,2.1587129000000003,-2.1024928,0,1
2628,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,Irrational leaders make the possession of nuclear weapons dangerous,1.9084550999999998,-1.8499580000000002,0,1
2629,The US is Justified in Using Force to Prevent States From Acquiring Nuclear Weapons,It is immoral to use the threat of nuclear annihilation in order to achieve foreign policy aims,0.91577554,-0.81073666,0,1
2633,"Democracy has to be imposed, if needed","Because democracy is the best form of government, it is not wrong-- and indeed may even be our obligation-- to bring it to those who do not have it.",0.8730408000000002,-0.76839525,0,1
2655,Mandatory sentencing is fine.,Mandatory minimum sentences remove undue judicial discretion. ,1.5360345,-1.4742851000000001,0,1
2661,Should the United States scale back the War on Drugs?,The War on Drugs has failed and there needs to be a new dialogue to decide on the course forward,0.5671921,-0.50201845,0,1
2680,Nations of the world should increase protection of the economic and social rights of migrants,The protection of migrants to be as one as a familial unit is important and should be guaranteed.,0.3864442,-0.26992404,0,1
2704,The outcome of the Paris Climate Conference needs to be an international treaty with binding emission cuts,Only an international treaty can create penalties for non-compliance,2.4655476000000003,-2.5330596,0,1
2715,The House of Lords should be reformed,The House of Lords does not understand the needs of the citizens they serve.,1.8759139999999999,-1.8557054,0,1
2716,The House of Lords should be reformed,The current House of Lords is undemocratic,0.5134088,-0.36421317,0,1
2740,Winning the Champions League Is Better Than Winning the Premier League,Winning the Champions League relies more on luck than the Premier League,0.23193629999999998,-0.18557008,0,1
2757,Illegal downloaders should be cut off from the internet,"The internet assists in accessing rights, it itself is not a right.",0.4170714,-0.27148459999999996,0,1
2770,Illegal downloaders should be cut off from the internet,The internet is a utility not a human right.,0.7413423000000001,-0.5486482,0,1
