,claims,perpectives,opposite,undermine_origin,support_origin,predict_origin,gold_origin,undermine_opposite,support_opposite,predict_opposite,gold_opposite,oppose_sum,support_sum,final_label
131,We must enforce term limits on the legislative branch of government,"With term limits, voters are not seen as intelligent voters","With term limits, voters are seen as intelligent voters",2.2289531,-2.2561512,0,0,-0.72372437,0.60286003,1,0,2.83181313,-2.97987557,0
132,We must enforce term limits on the legislative branch of government,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their representatives without guidance:","Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their representatives without guidance:",2.8757792,-2.994834,0,0,2.9673564,-3.1692245,0,0,-0.2934452999999997,-0.027477600000000102,1
133,We must enforce term limits on the legislative branch of government,Term limits could lead one to be more dishonest to get the job done quicker,Term limits could lead one to be less dishonest to get the job done quicker,1.7350523,-1.6625054,0,0,-1.3855965000000001,1.1065276000000002,1,0,2.8415799,-3.0481019,0
134,We must enforce term limits on the legislative branch of government,"Having term limits on some leaders, puts too much power in the hands of non-limited officials.","Having term limits on some leaders, puts appropriate power in the hands of non-limited officials.",2.4657993,-2.5297513,0,0,-0.50376356,0.41908407,1,0,2.88488337,-3.03351486,0
135,We must enforce term limits on the legislative branch of government,"When some leaders are subject to term limits and some are not, the balance of power in uneven.","When some leaders are subject to term limits and some are not, the balance of power is still even.",1.1373851,-1.0689356,0,0,0.99516654,-0.95926315,0,0,0.17812194999999997,-0.07376906000000005,0
136,We must enforce term limits on the legislative branch of government,"With term limits, there is too much power given to those that aren't leaders","With term limits, there isn't too much power given to those that aren't leaders",1.2116175,-1.1505334,0,0,-0.057925254,-0.047115977999999996,1,0,1.1645015220000001,-1.208458654,0
137,We must enforce term limits on the legislative branch of government,Term limits take too much power away from the leaders that were chosen,Term limits take no power away from the leaders that were chosen,2.8286705,-2.995039,0,0,0.51202404,-0.60819757,0,0,2.2204729299999997,-2.4830149599999998,0
138,We must enforce term limits on the legislative branch of government,"There are many instances when having a powerful, unlimited executive branch of government is best.","There are many instances when having a powerful, unlimited executive branch of government is worst.",0.48315203,-0.3544834,0,0,1.3967979,-1.5890476,0,0,-1.10589557,1.0423144999999998,1
139,We must enforce term limits on the legislative branch of government,In some instances it may be better to not have term limits if there is a good leader at the time,In some instances it may be better to have term limits even if there is a good leader at the time,2.1220677,-2.1288414,0,0,-0.9367569,0.7518187,1,0,2.8738864,-3.0655983000000004,0
140,All our actions are determined in some way,"This implies falsely that man operates on pure instinct from which he cannot vary, placing him on the level of animals.","This implies correctly that man operates on pure instinct from which he can vary, placing him on the level of human.",0.8186791999999999,-0.6808658000000001,0,0,-2.4980965,2.2566144,1,0,3.0752936,-3.1789623000000002,0
141,A celebrity would make a good minister,Celebrities are generally selfish,Celebrities are generally not selfish,2.194123,-2.172243,0,0,1.6813107,-1.892595,0,0,0.3015279999999998,-0.4909322999999999,0
142,A celebrity would make a good minister,Celebrities only think about themselves,Celebrities not only think about themselves,0.39569393,-0.27991158,0,0,0.7434754,-0.86570305,0,0,-0.47000912,0.46356382,1
143,We should make new years resolutions,There is pressure on you to fail New Year's Resolutions.,There is no pressure on you to fail New Year's Resolutions.,1.7077148,-1.6909993,0,0,-1.4740454,1.2483739999999999,1,0,2.9560888,-3.1650447,0
144,We should make new years resolutions,We shouldn't just do something because it is New Year.,We should just do something because it is New Year.,0.7134206,-0.6495701,0,0,-2.1591258,1.6725395,1,0,2.3859601,-2.8086959,0
145,People should have a right to private education,Private schools lack diversity,Private schools have good diversity,1.5199068,-1.5014486,0,0,-3.7509315,3.5229592000000003,1,0,5.042866,-5.2523801,0
146,People should have a right to private education,Private schools aren't diverse,Private schools are diverse,0.7491436,-0.6788243,0,0,-2.6141509999999997,2.2469766,1,0,2.9961202,-3.2929752999999997,0
147,People should have a right to private education,Private schools don't have unique demographics,Private schools have unique demographics,1.6818694,-1.6111559,0,0,-3.493225,3.3063462,1,0,4.9882156,-5.1043809,0
148,People should have a right to private education,One problem with private schools is that they lack diversity,One advantage with private schools is that they have diversity,1.6217463,-1.5673264,0,0,-3.4790454,3.140593,1,0,4.7623393,-5.0463718,0
149,People should have a right to private education,A lack of diversity is one issue with private schools,A lack of diversity is not an issue with private schools,0.50039476,-0.46862197,0,0,0.8772289000000001,-1.0471475000000001,0,0,-0.5467527400000001,0.4086069300000001,1
150,People should have a right to private education,It creates stereotypes and tensions within society,It creates no stereotypes and tensions within society,0.63251764,-0.64208454,0,0,-1.195511,1.0087769,1,0,1.64129454,-1.8375955400000001,0
151,People should have a right to private education,too many choices lead to substandard outcomes,Many choices lead to standard outcomes,0.29530662,-0.18463528,0,0,-2.8388324000000003,2.5905742999999997,1,0,2.8858809199999995,-3.0234676800000004,0
152,People should have a right to private education,Private schools aren't necessarily good for the child.,Private schools are necessarily good for the child.,1.6511606,-1.6202811,0,0,-3.8012837999999998,3.5953329,1,0,5.2464935,-5.4215649,0
153,People should have a right to private education,what is the best for the child is not always the private education,what is the best for the child is always the private education,1.8163826,-1.7617917,0,0,0.57777166,-0.7044212,0,0,1.1119614000000002,-1.18402004,0
154,People should have a right to private education,Private Schools inhibit reform of the public system,Private Schools do not inhibit reform of the public system,1.0077387,-1.0683643,0,0,2.0422887999999997,-2.109137,0,0,-1.1013983,0.9739244999999996,1
155,permit the use of performance enhancing drugs in professional sports,Protecting young and vulnerable athletes,Harming young and vulnerable athletes,2.6671205,-2.6849947,0,0,2.4506717,-2.7097168,0,0,-0.04259630000000003,-0.23432299999999984,0
156,permit the use of performance enhancing drugs in professional sports,we must sanction the use of performance enhancing drugs in pro sports to protect young and vulnerable athletes.,we needn't sanction the use of performance enhancing drugs in pro sports to protect young and vulnerable athletes.,1.0534763,-0.99239457,0,0,2.2103472,-2.2408697999999996,0,0,-1.1873934999999995,1.21795263,1
157,permit the use of performance enhancing drugs in professional sports,Performance enhancing drugs are particularly dangerous to young and vulnerable athletes and should therefore be sanctioned.,Performance enhancing drugs are particularly safe to young and vulnerable athletes and should therefore be sanctioned.,2.8363175,-2.9472468,0,0,-2.7732532,2.3114855,1,0,5.147803,-5.7204999999999995,0
158,permit the use of performance enhancing drugs in professional sports,Drugs will undermine the central philosophy of sport,Drugs will support the central philosophy of sport,2.8153496,-2.8968852,0,0,-3.6154017,3.2640944,1,0,6.079444,-6.512286899999999,0
159,permit the use of performance enhancing drugs in professional sports,Sports is about competing on a level playing field and allowing drugs will ruin that.,Sports is about competing on a level playing field and allowing drugs will not ruin that.,2.7615101,-2.8635688,0,0,0.61721903,-0.7217606,0,0,2.0397495,-2.24634977,0
160,permit the use of performance enhancing drugs in professional sports,Sports will become even more dangerous for athletes if they are allowed to take performance enhancing drugs. ,Sports will become even less dangerous for athletes if they are allowed to take performance enhancing drugs. ,2.8383563,-2.949494,0,0,-2.5819716,2.3345152999999996,1,0,5.1728716,-5.531465600000001,0
161,Handguns must be banned in Washington D.C.,The DC Handgun ban is inconsistent with other legislation in the U.S.,The DC Handgun ban is consistent with other legislation in the U.S.,1.173707,-1.093183,0,0,-2.1615443,1.8933278000000002,1,0,3.0670348,-3.2547273,0
162,It is worth voting,My vote does not count,My vote does count,1.6987636,-1.5808282,0,0,1.7657039,-1.9407153999999998,0,0,-0.24195179999999983,0.1848757000000001,1
163,It is worth voting,My vote is not helpful.,My vote is helpful.,1.951888,-1.8984584,0,0,-3.802798,3.5236888,1,0,5.4755768,-5.7012564,0
164,It is worth voting,"When I vote, I don't feel like the vote I have is important.","When I vote, I feel like the vote I have is important.",1.2525135,-1.2147262,0,0,-1.4639256,0.9891106,1,0,2.2416241,-2.6786518,0
165,It is worth voting,Politicians will simply ignore how we vote,Politicians will not simply ignore how we vote,1.9177849,-1.8085847,0,0,-0.90955967,0.75036323,1,0,2.66814813,-2.71814437,0
166,It is worth voting,Politicians will not pay any attention to our votes.,Politicians will pay any attention to our votes.,2.1621566,-2.1583538,0,0,-3.2647624,3.1935167,1,0,5.355673299999999,-5.4231162,0
167,It is worth voting,Our votes will not be acknowledged by our representatives.,Our votes will be acknowledged by our representatives.,2.1583543,-2.15669,0,0,-3.705056,3.4953578000000003,1,0,5.6537121,-5.861746,0
168,It is worth voting,Politicians don't care about engaging with me about issues that matter for me.,Politicians do  care about engaging with me about issues that matter for me.,0.22308703,-0.19623378,0,0,-2.1392176,1.5584986,1,0,1.7815856300000001,-2.33545138,0
169,Civil liberties should be sacrificed for the greater good,The loss of individual liberty is the start of a slippery slope.,The loss of individual liberty is the end of a slippery slope.,2.8646607,-2.9605165,0,0,1.522123,-1.6235694999999999,0,0,1.2410912,-1.4383935000000003,0
170,Civil liberties should be sacrificed for the greater good,Losing individual liberties leads to dangerous times.,Losing individual liberties leads to safe times.,2.6142285,-2.669537,0,0,-3.0299826000000003,2.7852964,1,0,5.399524899999999,-5.6995196,0
171,Civil liberties should be sacrificed for the greater good,The loss of individual freedoms is the beginning of dark times.,The loss of individual freedoms is the end of dark times.,1.8396335,-1.781729,0,0,-1.8347761999999999,1.6806617,1,0,3.5202951999999996,-3.6165051999999998,0
172,Fighting should be allowed in hockey.,"Fighting in hockey leads to concussions, mental health problems, and death.","Fighting in hockey does not lead to concussions, mental health problems, and death.",2.849938,-2.9204059,0,0,-0.10605366,0.10287047,1,0,2.95280847,-3.02645956,0
173,Fighting should be allowed in hockey.,Fighting at the professional level sets a bad example for kids.,Fighting at the professional level sets a good example for kids.,1.7916839,-1.7520188,0,0,-3.560492,3.0852299,1,0,4.8769138,-5.3125108,0
174,Boys should go to boys only schools,"boys are more aggressive, violent, stereotypically masculine in boys schools","boys are less aggressive, violent, stereotypically masculine in boys schools",1.5194404,-1.3746148,0,0,0.70824724,-0.7666463000000001,0,0,0.7527940999999998,-0.6663675600000001,0
175,The Internet must be censored,People often react poorly to being censored by their governments.,People do not often react poorly to being censored by their governments.,0.48550475,-0.41542843,0,0,0.06595176,-0.13878307,0,0,0.34672168,-0.34947667000000004,0
176,We support the New START Treaty,The New START treaty harms US nuclear capabilities   ,The New START treaty helps US nuclear capabilities   ,2.4459248,-2.4877164,0,0,-3.2670271,2.7831252,1,0,5.22905,-5.7547435,0
177,We support the New START Treaty,The US Nuclear capabilities are hurt by the New START treaty.,The US Nuclear capabilities are better by the New START treaty.,2.9270854,-3.0960329,0,0,-3.6696928,3.3870934999999998,1,0,6.3141789,-6.7657257,0
178,We support the New START Treaty,There is harm to the nuclear capabilities of the US by New START treaty.,There is no harm to the nuclear capabilities of the US by New START treaty.,2.845281,-2.950045,0,0,-2.9124303,2.8653017999999997,1,0,5.710582799999999,-5.8624753,0
179,Democracy Is the Best Form of Government,Electorate is not motivated,Electorate is  motivated,0.17193048,-0.14046869,0,0,-2.7669593999999997,2.1349816,1,0,2.30691208,-2.90742809,0
180,Force think tanks to reveal all of their sources of funding,Overregulating think tanks sets a dangerous precedent,Overregulating think tanks sets a safe precedent,2.7776976,-2.874607,0,0,-3.6297580000000003,3.3648404999999997,1,0,6.1425380999999994,-6.504365,0
181,Force think tanks to reveal all of their sources of funding,A dangerous precedent is set when you regulate think tanks.,A dangerous precedent is not set when you regulate think tanks.,2.2830145,-2.3119226,0,0,2.3206372,-2.4149942,0,0,-0.13197970000000003,0.008714600000000239,1
182,Force think tanks to reveal all of their sources of funding,Think tanks should be able to choose not to know who funds them,Think tanks should be able to choose  to know who funds them,1.1778154,-1.0692487,0,0,-3.5081105000000004,3.2726669999999998,1,0,4.4504824,-4.5773592,0
183,Force think tanks to reveal all of their sources of funding,Think tanks do not need to know where their funding is from.,Think tanks do need to know where their funding is from.,2.6888514,-2.7750177,0,0,0.90266997,-1.1003006000000002,0,0,1.5885507999999997,-1.8723477299999998,0
184,Force think tanks to reveal all of their sources of funding,It is not neccesary for think tanks to know who funds them.,It is neccesary for think tanks to know who funds them.,1.8225776,-1.7675898,0,0,-2.1519909999999998,1.9541756999999997,1,0,3.7767532999999998,-3.9195808,0
185,Force think tanks to reveal all of their sources of funding,"Think tanks should be assessed by the value of their ideas, not by who funds them","Think tanks should be assessed by the value of their ideas, not by who funds them",1.9552323,-1.9293735,0,0,1.6748981,-1.7285483,0,0,0.2266840000000001,-0.2544754,0
186,Force think tanks to reveal all of their sources of funding,Who funds a think tank is unimportant to the value of their ideas.,Who funds a think tank is unimportant to the value of their ideas.,0.78304595,-0.8064595999999999,0,0,2.5075893,-2.7461088,0,0,-1.96306285,1.7011296999999999,1
187,Fines should be made relative to income,It is unfair to penalize a higher income with a larger fine.,It is unfair to penalize a higher income with a larger fine.,1.6553551,-1.5749581,0,0,2.9548798,-3.1912724999999997,0,0,-1.5359173999999998,1.3799217000000001,1
188,Fines should be made relative to income,"Fines should be according to crime, not income.","Fines should be according to crime, not income.",0.76056874,-0.6539782,0,0,0.82502955,-0.83205813,0,0,-0.07148938999999999,0.17105135000000005,1
189,The UN should impose sanctions on countries that destroy their rainforests,Sanctions give rise to a whole new set of problems,Sanctions give rise to a whole new set of problems,0.479145,-0.48564875,0,0,2.1622694,-2.2835612000000003,0,0,-1.8044162000000004,1.67662065,1
190,The UN should impose sanctions on countries that destroy their rainforests,Sanctions only cause more problems.,Sanctions only cause more problems.,2.74786,-2.9225907,0,0,3.1235754,-3.2433083,0,0,-0.4954482999999996,0.2009846999999998,1
191,The UN should impose sanctions on countries that destroy their rainforests,The implementation of sanctions cause unforeseen problems.,The implementation of sanctions cause unforeseen problems.,2.745178,-2.8697436,0,0,3.3294839999999994,-3.378346,0,0,-0.633168,0.4597403999999994,1
192,The United States is a ‘benign’ hegemon,"In reality, the United States is an empire, not a hegemon.","In reality, the United States is an empire, not a hegemon.",0.30421352,-0.24944997,0,0,1.8012400000000002,-1.8145198,0,0,-1.51030628,1.5517900300000003,1
193,The full financial history of all candidates for political office must be posted online,"The focus of elections should be on policy, not personal issues like financial records","The focus of elections should be on policy, not personal issues like financial records",2.5627103,-2.604467,0,0,2.22363,-2.230083,0,0,0.33262729999999996,-0.3808370000000001,0
194,The full financial history of all candidates for political office must be posted online,"Financial records are personal, not political, issues.","Financial records are personal, not political, issues.",2.8769307,-2.9552126,0,0,2.8654075,-3.011652,0,0,-0.13472130000000027,-0.08980509999999997,1
195,The full financial history of all candidates for political office must be posted online,Political candidates should focus on policy and not be subjected to scrutinization of their financial records.,Political candidates should focus on policy and not be subjected to scrutinization of their financial records.,2.5571527,-2.6025093,0,0,0.31921609999999995,-0.39675456,0,0,2.16039814,-2.2832932,0
196,The full financial history of all candidates for political office must be posted online,Forcing candidates to post their full financial history violates their privacy.,Forcing candidates to post their full financial history violates their privacy.,2.9371817,-3.0622005,0,0,3.257131,-3.4452286,0,0,-0.5080469000000001,0.19493050000000034,1
197,The full financial history of all candidates for political office must be posted online,Political candidates' rights would be violated if they were forced to post their financial records online.,Political candidates' rights would be violated if they were forced to post their financial records online.,2.944982,-3.1199856,0,0,3.3679457000000004,-3.5133247000000005,0,0,-0.5683427000000005,0.24796010000000024,1
198,The full financial history of all candidates for political office must be posted online,Fixating on candidates’ financial records fuels the fire of class war,Fixating on candidates’ financial records fuels the fire of class war,2.8460536,-2.9415426,0,0,2.766718,-2.956968,0,0,-0.11091439999999997,-0.1748246,0
199,The full financial history of all candidates for political office must be posted online,Too much focus on candidates' finances only leads to class wars. ,Too much focus on candidates' finances does not lead to class wars. ,1.9583719,-1.9368706,0,0,1.740088,-1.7630162,0,0,0.1953556999999999,-0.19678259999999992,0
200,The full financial history of all candidates for political office must be posted online,Candidates posting their full financial history online would only intensify class wars.,Candidates posting their full financial history online would not intensify class wars.,2.7387152,-2.8218608,0,0,3.2282264,-3.2471588,0,0,-0.5084435999999997,0.4063656,1
201,Pre-nuptial agreements should not be recognised in divorce courts,Liberty to decide what you want is good and because pre-nuptial agreements can be considered rational decisions,Liberty to decide what you want is bad and because pre-nuptial agreements can not be considered rational decisions,0.053045012,-0.0777255,0,0,-0.5456871,0.50506526,1,0,0.558110272,-0.6234126,0
202,Violent Video Games Contribute to Youth Violence,Gun violence is less prevalent in countries with high video game use.,Gun violence is more prevalent in countries with high video game use.,1.1285044,-0.9984027,0,0,-0.9248617,0.5945168000000001,1,0,1.7230212,-1.9232643999999999,0
203,Violent Video Games Contribute to Youth Violence,Countries with high video game use see less gun violence,Countries with high video game use see more gun violence,0.59693205,-0.5612746999999999,0,0,-2.3796177000000003,1.8194854,1,0,2.41641745,-2.9408924,0
204,Violent Video Games Contribute to Youth Violence,"Studies have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial” behaviors.","Studies have shown that violent video games can have a negative effect on kindness, civic engagement, and ""prosocial” behaviors.",2.8525374,-2.9547153,0,0,1.4940832,-1.6052537,0,0,1.2472837,-1.4606321000000002,0
205,Violent Video Games Contribute to Youth Violence,Violent video games have been shown to have positive effect on kindness and cooperative behavior.,Violent video games have been shown to have negative effect on kindness and cooperative behavior.,2.921039,-3.0584288,0,0,1.7402272,-1.8888725,0,0,1.0321665,-1.3182016,0
206,Violent Video Games Contribute to Youth Violence,Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world.,Violent video game players don't know the difference between virtual violence in the context of a game and appropriate behavior in the real world.,0.7175537,-0.5396424,0,0,2.4174452,-2.4219809,0,0,-1.7044272,1.8778028,1
207,Violent Video Games Contribute to Youth Violence,There are many flaws to the theory that violent video games cause real life violence.,There are no flaws to the theory that violent video games cause real life violence.,2.2501628,-2.2080245,0,0,-0.7071201,0.6501892,1,0,2.900352,-2.9151446,0
208,Violent Video Games Contribute to Youth Violence,Studies claiming a causal link between video game violence and real life violence are flawed.,Studies claiming a causal link between video game violence and real life violence are not flawed.,2.4911702,-2.471854,0,0,1.5276415,-1.5589248,0,0,0.9322454,-0.9442124999999999,0
209,Violent Video Games Contribute to Youth Violence,Playing violent video games does not cause kids to commit mass shootings.,Playing violent video games does cause kids to commit mass shootings.,1.4788947,-1.3928745,0,0,-0.0166511,-0.03940365,0,0,1.43949105,-1.4095256,0
210,Violent Video Games Contribute to Youth Violence,Restrictions would be ineffective,Restrictions would be effective,2.7314768,-2.6823132,0,0,-3.0292034,2.7597585,1,0,5.4912353,-5.7115165999999995,0
211,Violent Video Games Contribute to Youth Violence,Restricting video games only makes people more interested in them. ,Restricting video games only makes people lose  interest in them. ,1.3936656,-1.2971712,0,0,2.2067554,-2.2655263,0,0,-0.8718606999999998,0.9095842000000001,1
212,Violent Video Games Contribute to Youth Violence,Restricting violent video games will have no correlation to a reduction in societal crime.,Restricting violent video games will have correlation to a reduction in societal crime.,0.4701192,-0.43760878,0,0,-2.8406215,2.4548200000000002,1,0,2.9249392000000003,-3.2782302800000003,0
213,Smoking should be banned in public places,"Smoking is a personal choice, and should not be restricted.","Smoking is a personal choice, but should be restricted.",0.5751463000000001,-0.47751668,0,0,-2.275018,2.0197380000000003,1,0,2.5948843000000004,-2.75253468,0
214,Smoking should be banned in public places,smoking don't necessarily have to be banned,smoking necessarily have to be banned,0.21213093,-0.1036899,0,0,-0.18376663,-0.03002267,1,0,0.18210826,-0.28745653,0
215,Smoking should be banned in public places,It isn't necessary to ban smoking.,It is necessary to ban smoking.,0.04003475,-0.060014505,0,0,-3.3919973,3.0963235,1,0,3.13635825,-3.4520118049999997,0
216,Smoking should be banned in public places,Banning smoking is not something that's necessary.,Banning smoking is something that's necessary.,0.8181388,-0.7366587,0,0,-1.5311925,0.97913295,1,0,1.7972717500000002,-2.2678512,0
217,Smoking should be banned in public places,Banning smoking in public places is not right.,Banning smoking in public places is right.,0.1868277,-0.15113582,0,0,-2.1761656000000005,1.6946785,1,0,1.8815062,-2.3273014200000004,0
218,Smoking should be banned in public places,It is not right to ban smoking.,It is right to ban smoking.,0.435582,-0.42291293,0,0,-3.2529150000000002,2.9454990000000003,1,0,3.3810810000000004,-3.67582793,0
219,Smoking should be banned in public places,Banning smoking is a bad idea.,Banning smoking is a good idea.,1.1033877,-0.9179858,0,0,0.6660993000000001,-1.0740027,0,0,0.029384999999999994,-0.2518864999999999,0
220,Smoking should be banned in public places,It's a bad idea to ban smoking.,It's a good idea to ban smoking.,2.070252,-2.0294685,0,0,-3.1132941,2.796738,1,0,4.8669899999999995,-5.1427626,0
221,Smoking should be banned in public places,A smoking ban in public places is harmful to the economy,A smoking ban in public places is helpful to the economy,2.3878694,-2.3758285,0,0,-3.2946107000000002,2.7808318,1,0,5.1687012,-5.670439200000001,0
222,Smoking should be banned in public places,Economic hardship would follow a public place smoking ban,Economic hardship would not follow a public place smoking ban,1.1921729,-1.0534244,0,0,1.4662572,-1.4963126,0,0,-0.3041396999999999,0.4128328000000001,1
223,We should abolish speed cameras,Speed cameras encourage responsibility for our actions  ,Speed cameras discourage responsibility for our actions  ,1.8370433,-1.7236507,0,0,-2.8417543999999997,2.3248284,1,0,4.1618717,-4.5654050999999995,0
224,We should abolish speed cameras,Speed cameras were meant to encourage good driving.,Speed cameras were meant to discourage good driving.,1.2051957,-0.9388880999999999,0,0,-2.8958979,2.4075307999999995,1,0,3.6127264999999995,-3.834786,0
225,We must bring back corporal punishment,Social problems can be solved without resorting to physical punishments.,Social problems can't be solved without resorting to physical punishments.,2.803625,-2.957389,0,0,2.1082153,-2.106129,0,0,0.6974959999999997,-0.8491737000000001,0
226,We must bring back corporal punishment,States' duty to avoid the use of force when solving social problems,Not States' duty to avoid the use of force when solving social problems,2.2792573,-2.3432443,0,0,1.7075732,-1.8216858,0,0,0.4575714999999998,-0.6356710999999999,0
227,We must bring back corporal punishment,Corporal punishment isn't a good idea when solving social problems.,Corporal punishment is a good idea when solving social problems.,2.6475005,-2.7847219,0,0,-3.5067699999999995,3.1271977000000004,1,0,5.7746982000000004,-6.2914919,0
228,We must bring back corporal punishment,States’ duty to avoid the use of force when solving social problems,Not States’ duty to avoid the use of force when solving social problems,2.3814516,-2.427186,0,0,2.092864,-2.1907919999999996,0,0,0.19065960000000048,-0.3343219999999998,0
229,Scotland should cede from the union.,Scotland will be unable to survive economically without England,Scotland will be able to survive economically without England,1.1109818,-1.0064535,0,0,-0.29628056,-0.004986781,1,0,1.105995019,-1.30273406,0
230,Scotland should cede from the union.,Scotland would not be able to survive independently without England.,Scotland would be able to survive independently without England.,1.3379604,-1.2067506,0,0,-1.3791897,0.9857864,1,0,2.3237468,-2.5859403,0
231,Scotland should cede from the union.,The Scots themselves would vote against independence if there was a referendum.,The Scots themselves would not vote against independence if there was a referendum.,1.3082988,-1.1625004,0,0,-1.6923931,1.5873988,1,0,2.8956976,-2.8548935,0
232,Scotland should cede from the union.,"If it should come to it, the Scottish people would not vote for independence.","If it should come to it, the Scottish people would vote for independence.",1.2435503,-1.0687765,0,0,-0.61456865,0.42984685,1,0,1.67339715,-1.68334515,0
233,Scotland should cede from the union.,Scots would not be in favor of voting for independence. ,Scots would not be in favor of voting for independence. ,1.2271311,-1.094029,0,0,2.2356167,-2.2843337000000004,0,0,-1.0572026000000003,1.1415877,1
234,Humans should eat meat,We should eat less meat.,We should eat more meat.,0.4703537,-0.23295978,0,0,0.53299296,-0.66600156,0,0,-0.19564786,0.30003317999999995,1
235,Humans should eat meat,The farming of animals causes suffering. Causing suffering is wrong. The farming of animals is wrong,The farming of animals causes suffering. Causing suffering is right. The farming of animals is right,0.16304722,-0.0072075576,0,0,-0.63620836,0.23696873,1,0,0.40001595,-0.6434159176,0
236,Gorbachev Was Responsible for The Collapse Of The USSR,Perestroika put the final nails in the USSR’s economy,Perestroika did not put the final nails in the USSR’s economy,0.6276297,-0.54606247,0,0,1.0309137,-1.0528772,0,0,-0.4252475,0.48485122999999997,1
237,Gorbachev Was Responsible for The Collapse Of The USSR,It was dead from the time Stalin took control,It was alive from the time Stalin took control,0.0020076185,-0.048444703,0,0,-0.942983,0.60208446,1,0,0.6040920785,-0.991427703,0
238,Major league baseball should continue to allow collisions at home plate,collisions and violence should not be in baseball,collisions and violence should be in baseball,0.31530884,-0.2863354,0,0,-2.1194925,1.6577084,1,0,1.97301724,-2.4058279,0
239,Major league baseball should continue to allow collisions at home plate,Collisions are unnecessary.  ,Collisions are necessary.  ,1.3516215,-1.1648061,0,0,-3.0678668,2.5832547999999997,1,0,3.9348763,-4.2326729,0
240,Major league baseball should continue to allow collisions at home plate,collisions are not good,collisions are good,1.2105836,-1.1774683,0,0,-3.3043937999999993,2.8742416,1,0,4.0848252,-4.481862099999999,0
241,Major league baseball should continue to allow collisions at home plate,Collisions are dangerous and lead to injury.  ,Collisions are not dangerous and lead to health.  ,2.7185743,-2.823701,0,0,-1.8612473999999999,1.7237139,1,0,4.4422882,-4.6849484,0
242,Major league baseball should continue to allow collisions at home plate,collisions are very dangerous,collisions are not very dangerous,2.2924314,-2.3917964,0,0,-0.6254487,0.43904030000000005,1,0,2.7314717,-3.0172451000000002,0
243,The internet’s anonymity is beneficial,"cyber-bullying  ubiquitously leads to child solicitation,murder,identity theft and all sorts of other crimes & misdemeanors","cyber-bullying  ubiquitously does not lead to child solicitation,murder,identity theft and all sorts of other crimes & misdemeanors",2.0639055,-2.0360372,0,0,0.47732979999999997,-0.5325601,0,0,1.5313454000000002,-1.5587074,0
244,Individuals have a moral obligation to assist people in need,It's none of your business,It's your business,2.710073200000001,-2.7809281,0,0,-1.4359950000000001,1.0214235999999999,1,0,3.731496800000001,-4.216923100000001,0
245,Jerusalem should be divided,Dividing Jerusalem would harm Israeli society: ,Dividing Jerusalem would not harm Israeli society: ,2.5123887,-2.5411181,0,0,-1.4730321000000002,1.3867837,1,0,3.8991724,-4.0141502,0
246,Jerusalem should be divided,Division would do more harm than good.,Division would do more good than harm.,2.5340517,-2.546978,0,0,1.6489543999999998,-1.8963791,0,0,0.6376725999999999,-0.8980236000000004,0
247,Jerusalem should be divided,Unfavorable societal outcomes from division mean that it is not worth it.,Unfavorable societal outcomes from division mean that it is worth it.,0.27372822,-0.27086094,0,0,-3.0044546000000003,2.4679097999999997,1,0,2.74163802,-3.2753155400000002,0
248,Golf is a Sport,"Golf involves many elements of competition, but that does not make it a sport.","Golf involves many elements of competition, and that does make it a sport.",0.5831211,-0.48485506,0,0,-0.20659792,-0.13849895,1,0,0.44462214999999994,-0.69145298,0
249,Golf is a Sport,Sports experts agree that golf lacks the athletic rigor needed to be a real sport. ,Sports experts do not agree that golf lacks the athletic rigor needed to be a real sport. ,0.6040171999999999,-0.5660418,0,0,2.2826076,-2.3612502,0,0,-1.7572330000000003,1.7165658,1
250,Golf is a Sport,Experts believe golf does not require enough physical fitness to be considered a sport.,Experts believe golf does require enough physical fitness to be considered a sport.,0.15667872,-0.16990077,0,0,-0.9683456,0.6001174,1,0,0.75679612,-1.13824637,0
251,Golf is a Sport,"If you can compete in a professional tournament with a broken leg, it is not a sport. ","Even If you can compete in a professional tournament with a broken leg, it is a sport. ",1.0205564,-0.97021717,0,0,-2.227262,1.7972261999999999,1,0,2.8177826,-3.1974791700000003,0
252,Golf is a Sport,Golf does not have the physical rigors that sports do.,Golf does have the physical rigors that sports do.,0.7321595000000001,-0.68044287,0,0,1.2020607,-1.4050028,0,0,-0.6728433,0.5216178300000001,1
253,Golf is a Sport,The fact that golf can be difficult and requires practice and skill to achieve proficiency does not mean it qualifies as a sport. ,The fact that golf can be difficult and requires practice and skill to achieve proficiency does mean it qualifies as a sport. ,0.73551357,-0.6651397,0,0,1.4486079,-1.6142329,0,0,-0.87871933,0.7834682000000001,1
254,Golf is a Sport,That golf can be difficult and skills and practice are required does not qualify it as a sport. ,That golf can be difficult and skills and practice are required does qualify it as a sport. ,1.4486039,-1.401753,0,0,1.6352152,-1.846787,0,0,-0.3981831,0.23346219999999995,1
255,Golf is a Sport,Skill is required for a person to be proficient in golf doesn't make it a sport. ,Skill is required for a person to be proficient in golf does make it a sport. ,0.31933156,-0.3306902,0,0,-3.1169363999999997,2.6706084999999997,1,0,2.98994006,-3.4476265999999995,0
