,claims,perpectives,opposite_auto,undermine_origin,support_origin,predict_origin,gold_origin,undermine_opposite,support_opposite,predict_opposite,gold_opposite,oppose_sum,support_sum,final_label
169,There is a good case for stating that there is a God,'God' is merely a concept designed to promote a set of values,'God' is not merely a concept designed to promote a set of values,-0.67954874,0.7977272,1,0,3.0074804,-3.0698702,0,0,-3.74941894,3.8052076,1
170,There is a good case for stating that there is a God,People think that a benevolent God cannot exist because bad things happen...,People think that a benevolent God can exist because bad things happen...,-0.5659281,0.6002542,1,0,1.2608173,-1.4034103999999998,0,0,-1.9693384999999999,1.8610715,1
171,There is a good case for stating that there is a God,"If there is a god, its the sun.","If there is not a god, its the sun.",-0.6541157,0.75218725,1,0,1.6456520000000001,-1.8245714,0,0,-2.4786871,2.39783925,1
172,There is a good case for stating that there is a God,Life is ridiculous without a God.  Belief in God is the only sane thing we discuss.,Life is not ridiculous without a God.  Belief in God is the only sane thing we discuss.,0.2646441,-0.21801014,0,1,-1.0260984,0.7731213,1,1,1.0377654,-1.24410854,0
173,There is a good case for stating that there is a God,God is a concept dreamed up by optimistic people.,God is not a concept dreamed up by optimistic people.,-1.359326,1.8025748,1,0,2.9348697999999995,-3.0298553,0,0,-4.3891813,4.7374446,1
174,The law on self defence should cover ‘grossly disproportionate’ actions,We should not allow state sponsored revenge,We should allow state sponsored revenge,1.1704762,-1.0224118,0,0,-1.3247161,0.9103075999999999,1,0,2.0807838,-2.3471279000000003,0
175,The law on self defence should cover ‘grossly disproportionate’ actions,There is already enough leeway in the law of self defence.,There is not already enough leeway in the law of self defence.,0.20910424,-0.17617188,0,0,-0.083676584,0.0026236144,1,0,0.2117278544,-0.259848464,0
176,Animal testing should be banned.,"Animals can suffer like humans do, so it is speciesism to experiment on them while we refrain from experimenting on humans.","Animals can suffer like humans do, does not mean it is speciesism to experiment on them while we refrain from experimenting on humans.",-0.90990937,1.1155314,1,1,0.7301678,-0.86893886,0,1,-1.77884823,1.8456992,1
177,Animal testing should be banned.,"While both people and animals both suffer, most animals suffer more than people do.","While both people and animals both suffer, most animals suffer less than people do.",-0.80288756,0.8990531999999999,1,1,0.6217585,-0.7441631999999999,0,1,-1.5470507599999999,1.5208116999999999,1
178,Animal testing should be banned.,Most animals can suffer more than some people,Most animals can suffer less than some people,-1.0899804,1.3652031,1,1,0.4092219,-0.7834019,0,1,-1.8733822999999998,1.774425,1
179,Animal testing should be banned.,"People can suffer, but most animals can suffer more. ","People can suffer, but most animals can suffer less .",-1.3425455,1.7452011,1,1,-0.12982175,-0.27396529999999997,0,1,-1.6165108,1.61537935,1
180,Animal testing should be banned.,Animals are treated well during animal testing. ,Animals are not treated well during animal testing.,-0.8141651,0.99373585,1,0,-0.6427588000000001,0.30710548,1,0,-0.5070596199999999,0.3509770499999999,1
181,Animal testing should be banned.,Research animals are well treated ,Research animals are not well treated,-1.0994539,1.3632245,1,0,-0.8888754999999999,0.5720022,1,0,-0.5274517000000001,0.47434900000000013,1
182,Animal testing should be banned.,"Animals do not have rights, therefore it is acceptable to experiment on them.","Animals do have rights, therefore it is acceptable to experiment on them.",0.2299777,-0.20452863,0,0,2.3575202999999996,-2.4732947,0,0,-2.243317,2.1529916699999996,1
183,Animal testing should be banned.,Animals don't have rights.,Animals do have rights.,1.4288721,-1.338242,0,0,1.1046261999999998,-1.3536407,0,0,0.07523140000000006,-0.23361580000000015,0
184,Animal testing should be banned.,Harming animals is a bad thing.,Harming animals is not a bad thing.,-1.6042105,2.066621,1,1,0.8471565999999999,-1.2207246999999999,0,1,-2.8249351999999996,2.9137776,1
185,Animal testing should be banned.,Animals shouldn't be put through harmful situations.,Animals should be put through harmful situations.,-1.3129927,1.6370281,1,1,-2.7856653,2.3313582000000004,1,1,1.0183655000000005,-1.1486371999999998,0
186,Animal testing should be banned.,Animals are severely harmed by research done on them.,Animals are not severely harmed by research done on them.,-0.9204129000000001,1.1233658,1,1,-0.13061938,-0.11009272,1,1,-1.03050562,0.99274642,1
187,Animal testing should be banned.,"When research is done on animals, it causes them severe harm.","When research is not done on animals, it causes them severe harm.",-1.770797,2.2964048,1,1,-1.7861924,1.4300078999999999,1,1,-0.34078910000000007,0.5102123999999999,1
188,Animal testing should be banned.,Testing is needed for really new drugs,Testing is not needed for really new drugs,-1.6957296,2.2160382,1,0,-1.5131168,1.1251662,1,0,-0.5705633999999999,0.7029213999999999,1
189,Animal testing should be banned.,Animal research is only used when it’s needed,Animal research is not only used when it’s needed,-0.40462494,0.4754227,1,0,-1.2922023999999999,0.7795373000000001,1,0,0.3749123600000001,-0.8167796999999999,0
190,Animal testing should be banned.,We try to only use animal testing when it is needed.  ,We try to only use animal testing when it is not needed.  ,-0.94298947,1.1727633,1,0,-1.4687903,1.1458019,1,0,0.20281242999999993,-0.29602700000000004,0
191,Animal testing should be banned.,"Sometimes we have no other choices for Animal research, but then to do some animal testing. ","Sometimes we have no other choices for Animal research, but doesn't mean to do some animal testing.",0.4962644,-0.48050094,0,0,0.5804859,-0.58481544,0,0,-0.08855103999999997,0.09998496000000001,1
192,Animal testing should be banned.,There are no satisfactory alternatives to animal research,There are not no satisfactory alternatives to animal research,1.0586289,-0.94513476,0,0,-1.3895086,1.0883777000000001,1,0,2.1470066,-2.3346433600000003,0
193,Animal testing should be banned.,Animal testing is cruel and inhumane.,Animal testing is not cruel and inhumane.,-0.6984498,0.81736004,1,1,2.1710917999999997,-2.1867375,0,1,-2.8851873,2.9884518399999997,1
194,Animal testing should be banned.,Drugs that pass animal tests are not necessarily safe.,Drugs that pass animal tests are necessarily safe.,1.0226209,-0.96508753,0,1,1.3770597,-1.648626,0,1,-0.6260051,0.41197216999999997,1
195,Animal testing should be banned.,Most animals that are used in scientific testing have better lives. ,Most animals that are not used in scientific testing have better lives.,-0.75120634,0.9109261999999999,1,0,0.8853472,-1.2214863999999999,0,0,-1.9726927399999998,1.7962734,1
196,Animal testing should be banned.,"Number 2 is a lie, there ARE alternatives to animal testing! Other companies use them, and animal testing doesnt prove anything, because although close, they arent people.","Number 2 is not a lie, there ARE alternatives to animal testing! Other companies use them, and animal testing doesnt prove anything, because although close, they arent people.",0.3569449,-0.24146381,0,1,0.675107,-0.7702977,0,1,-0.41335279999999996,0.43364319,1
197,Animal testing should be banned.,Animal tests do not reliably predict results in human beings.,Animal tests do reliably predict results in human beings.,0.77175885,-0.6760495,0,1,-0.11017934,-0.28080037,0,1,0.49095848,-0.7862288399999999,0
198,Animal testing should be banned.,Animal tests are more expensive than alternative methods and are a waste of government research dollars.,Animal tests are not more expensive than alternative methods and are a waste of government research dollars.,0.52589095,-0.30770248,0,1,1.2949784,-1.4498627,0,1,-0.92397175,0.98727592,1
199,Animal testing should be banned.,"Religious traditions tell us to be merciful to animals, so we should not cause them suffering by experimenting on them.","Religious traditions tell us to be merciful to animals, so we should cause them suffering by experimenting on them.",-0.85269785,0.9566360999999999,1,1,-1.9972427,1.5907757,1,1,0.73807785,-1.0406066,0
200,Animal testing should be banned.,Animals are the only choice for testing. ,Animals are not the only choice for testing.,0.6151897,-0.45037895,0,0,1.9731919999999998,-2.0360339,0,0,-1.4208442000000001,1.52281305,1
201,Animal testing should be banned.,Animals are appropriate research subjects because they are similar to human beings in many ways. ,Animals are not appropriate research subjects because they are similar to human beings in many ways.,-0.15387449,0.20837313,1,0,-1.6494042000000002,1.2770641999999999,1,0,1.12318971,-1.4410310700000002,0
202,Animal testing should be banned.,Some cosmetics and health care products must be tested on animals to ensure their safety.,Some cosmetics and health care products needn't be tested on animals to ensure their safety.,-0.27020082,0.2617936,1,0,-1.2818854,0.9522219999999999,1,0,0.6820211799999999,-1.0200917999999999,0
203,Animal testing should be banned.,Medical breakthroughs can be achieved without doing any scientific or commercial experiment on animals ,Medical breakthroughs can't be achieved without doing any scientific or commercial experiment on animals,0.43422812,-0.3757499,0,1,-1.9610481,1.533711,1,1,1.96793912,-2.336798,0
204,Animal testing should be banned.,95% of animals used in experiments are not protected by the Animal Welfare Act.,95% of animals used in experiments are protected by the Animal Welfare Act.,-0.4013426,0.38304132,1,1,-0.120925985,-0.37605888,0,1,-0.77740148,0.262115335,1
205,Animal testing should be banned.,animal experiments are not always accurate,animal experiments are always accurate,0.77218103,-0.6731441999999999,0,1,1.0261178,-1.4817133,0,1,-0.70953227,0.3529736000000001,1
206,Instant Replay Should Be Used in Major League Baseball,video cannot catch all plays at a game,video can catch all plays at a game,1.5137007,-1.3511543,0,0,-2.3693112999999997,1.9073601000000002,1,0,3.4210608000000002,-3.7204656,0
207,Instant Replay Should Be Used in Major League Baseball,With more accurate calls come more legitimate outcomes to games,With less accurate calls come more legitimate outcomes to games,-2.025044,2.6538966,1,1,1.2806598999999999,-1.3296013,0,1,-3.3546452999999996,3.9345565,1
208,Instant Replay Should Be Used in Major League Baseball,"Wins and losses matter, so does the instant replay. It matters to get things right.","Wins and losses matter, does not mean does the instant replay. It matters to get things right.",-0.19399744,0.19127217,1,1,1.8276994,-1.8679125,0,1,-2.06190994,2.01897157,1
209,Instant Replay Should Be Used in Major League Baseball,Major League Baseball should expand instant replay for more accurate calls.,Major League Baseball should expand instant replay for less accurate calls.,-1.8575026,2.4644685,1,1,0.5142422999999999,-0.59280455,0,1,-2.45030715,2.9787108,1
210,Instant Replay Should Be Used in Major League Baseball,Umpires Approve Instant Replay for Major League Baseball so they can make more accurate calls.,Umpires Approve Instant Replay for Major League Baseball does not mean they can make more accurate calls.,-2.0161953,2.646478,1,1,1.7721641,-1.8114493000000003,0,1,-3.8276446,4.4186421,1
211,Instant Replay Should Be Used in Major League Baseball,Using instant replay helps make sure the right calls are made,Using instant replay helps make sure the right calls are not made,-2.0121956,2.6856546,1,1,-2.6568077000000003,2.1608099999999997,1,1,0.1486143999999996,0.028846899999999565,0
212,Instant Replay Should Be Used in Major League Baseball,there is confusion in viewing instant replay,there is not confusion in viewing instant replay,2.4184647,-2.4037404,0,0,-1.0622386000000001,1.0048959000000002,1,0,3.4233606,-3.4659790000000004,0
213,Instant Replay Should Be Used in Major League Baseball,Why even have an umpire if every play can be instantly replayed?,Why even have an umpire if every play can't be instantly replayed?,-0.8812665000000001,1.042306,1,0,-1.0262045,0.83373255,1,0,-0.04753395000000005,0.01610149999999999,1
214,Instant Replay Should Be Used in Major League Baseball,"It’s not possible to get every call right, so instant replay is a necessary supplement to umpires’ skill","It’s possible to get every call right, so instant replay is a necessary supplement to umpires’ skill",0.17248473,-0.18433341,0,1,-2.492669,1.9907588,1,1,2.16324353,-2.6770024099999996,0
215,Instant Replay Should Be Used in Major League Baseball,Tradition demands that this instant replay not be used,Tradition demands that this instant replay be used,0.626025,-0.5631488,0,0,-1.6647286000000001,1.2439108,1,0,1.8699358000000001,-2.2278774,0
216,Instant Replay Should Be Used in Major League Baseball,Instant replay is not beneficial to the game,Instant replay is beneficial to the game,1.3582326,-1.232596,0,0,-3.3990687999999993,2.923342,1,0,4.2815746,-4.631664799999999,0
217,Instant Replay Should Be Used in Major League Baseball,Instant replay should not be used during baseball games,Instant replay should be used during baseball games,0.4657588,-0.38730314,0,0,-2.8314513999999997,2.3444629,1,0,2.8102217,-3.21875454,0
218,Antarctica Should Be Opened Up For Resource Exploitation,Antartic resource exploitation is unevitable: Let's do it orderly!,Antartic resource exploitation is not unevitable: Let's do it orderly!,-0.22741203,0.17780076,1,1,0.70062166,-0.90979415,0,1,-1.13720618,0.87842242,1
219,Antarctica Should Be Opened Up For Resource Exploitation,"Exploiting Antartica for its resources must be done with careful planning, organization and care for the land.","Exploiting Antartica for its resources needn't be done with careful planning, organization and care for the land.",-0.76023245,0.8989028,1,1,0.19928317,-0.37650317,0,1,-1.13673562,1.09818597,1
220,Kill One to Save Many,We cannot make any judgments about whose life is valuable and whose is not,We can make any judgments about whose life is valuable and whose is not,-0.06628251,0.03508819,1,0,-1.199127,0.9205718,1,0,0.8542892900000001,-1.16403881,0
221,Kill One to Save Many,Killing is worse than letting someone die,Killing is not worse than letting someone die,-0.6095759,0.6575089,1,0,-0.28517443,0.12907034,1,0,-0.48050555999999994,0.37233447,1
222,Kill One to Save Many,The act of killing is emotionally damaging,The act of killing is not emotionally damaging,2.7905087,-2.8679936,0,0,-1.1730154,0.9869173000000001,1,0,3.777426,-4.041009,0
223,Kill One to Save Many,We instinctively know killing is wrong,We instinctively know killing is not wrong,0.15814671,-0.11355127,0,0,0.53848654,-0.71596116,0,0,-0.55781445,0.42493527,1
224,Kill One to Save Many,We do not want a society in which killing can be acceptable,We do want a society in which killing can be acceptable,0.016653225,-0.06754035,0,0,-1.9687407,1.4947848,1,0,1.511438025,-2.03628105,0
225,It is fine to kill one to save many,We should not will a world where killing is acceptable in to existencele in to existence,We should will a world where killing is acceptable in to existencele in to existence,1.2404245,-1.1397073,0,0,-1.8649498,1.6216347,1,0,2.8620592,-3.0046571,0
226,It is fine to kill one to save many,"It is unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.","It is not unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.",-0.35454047,0.3683027,1,0,0.93439513,-1.0087438,0,0,-1.3632842699999999,1.30269783,1
227,It is fine to kill one to save many,We cannot support a world where killing is acceptable as long as it saves lives.,We can support a world where killing is acceptable as long as it saves lives.,0.5781833000000001,-0.5516875,0,0,-3.2420002999999995,2.845062,1,0,3.4232453,-3.7936877999999994,0
228,It is fine to kill one to save many,"Intuitively, it is possible to understand that participating in a decision to kill is a priori wrong","Intuitively, it is not possible to understand that participating in a decision to kill is a priori wrong",2.6986377,-2.7471042,0,0,2.8828443999999998,-2.903714,0,0,-0.2050763,0.13574019999999987,1
229,It is fine to kill one to save many,"Intiution explains the reason why the decision to kill is viewed as wrong ,as a general principle.","Intiution explains the reason why the decision to kill is not viewed as wrong ,as a general principle.",0.23153576,-0.18228163,0,0,0.9006943999999999,-1.0152743,0,0,-0.78373854,0.7184127699999999,1
230,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,The possibility for the universal recogonition that killing is not wrong can be deduced by pure intuition.,-1.6839211,2.2508216,1,0,0.21461861,-0.26906466,0,0,-1.95298576,2.46544021,1
231,Attorney-client privilege should be abolished,The principle behind attorney-client privilege is declining in relevance,The principle behind attorney-client privilege is not declining in relevance,0.52255505,-0.33279914,0,1,0.5547028,-0.78138804,0,1,-0.25883298999999993,0.22190366000000006,1
232,Attorney-client privilege should be abolished,Attorney client privilege need not be sacrosanct in all situations,Attorney client privilege need be sacrosanct in all situations,0.10403671,0.038343173,0,1,-2.4803542999999997,1.9712008,1,1,2.07523751,-2.442011127,0
233,Companies should provide alternative interview methods,Can't get a realistic impression of a person in such a short space of time.,Can't get a realistic impression of a person in such a short space of time can get a realistic impression of a person in such a short space of time.,0.31726336,-0.3337417,0,1,2.2929,-2.4674970000000003,0,1,-2.15023364,1.9591583,1
234,Africa is really rising,Africa’s Economies are growing rapidly,Africa’s Economies are not growing rapidly,-1.7128439,2.2745283,1,1,0.5668761,-0.7200198,0,1,-2.4328637,2.8414044,1
235,Africa is really rising,Majority of states are still undemocratic,Majority of states are not still undemocratic,-0.06322939,0.1068504,1,0,-0.39624327,0.05472162,1,0,-0.008507769999999998,-0.28939286999999997,0
236,Africa is really rising,The Continent is still vulnerable to natural disasters,The Continent is not still vulnerable to natural disasters,0.34480673,-0.18773621,0,0,-1.8351057000000002,1.4594841,1,0,1.80429083,-2.0228419100000004,0
237,Sanctions should be used to promote democracy,Sanctions are ineffective because they hurt ordinary people more than leadership.,Sanctions are not ineffective because they hurt ordinary people more than leadership.,1.3528206,-1.1636744,0,0,0.4863653,-0.69971585,0,0,0.65310475,-0.6773091000000001,0
238,Sanctions should be used to promote democracy,Sanctions do not harm the right people.,Sanctions do harm the right people.,-0.9032848,1.061249,1,0,3.0633545,-3.4195678,0,0,-4.3228526,4.1246035,1
239,Sanctions should be used to promote democracy,Sanctions are ineffective because they can be counterproductive.,Sanctions are not ineffective because they can be counterproductive.,1.2880111,-1.1795795,0,0,1.1240290000000002,-1.2561287,0,0,0.03188239999999998,-0.055550499999999836,0
240,Sanctions should be used to promote democracy,Sanctions cause more harm than good.,Sanctions cause less harm than good.,1.4247341,-1.3530157,0,0,1.5510125,-1.6960918999999999,0,0,-0.27135779999999987,0.19799679999999986,1
241,Those affected by climate change should get compensation,It is hard to apportion blame,It is not hard to apportion blame,-0.8973549000000001,1.1521626,1,0,2.369041,-2.402329,0,0,-3.2996839,3.5212036,1
242,We have to employ mercenaries,PMCs are untrustworthy,PMCs are not untrustworthy,0.019498214,-0.066992015,0,0,2.7076368,-2.8020563,0,0,-2.782558086,2.640644785,1
243,We have to employ mercenaries,PMCs are unpredictable.,PMCs are not unpredictable.,2.6332102,-2.6677833,0,0,1.8143513,-1.8598984,0,0,0.7733118000000001,-0.853432,0
244,We have to employ mercenaries,PMCs can not be trusted.,PMCs can be trusted.,2.28222,-2.3236098,0,0,-2.1323164,1.7696644,1,0,4.0518844000000005,-4.4559262,0
245,We have to employ mercenaries,PMCs can be made much more legitimate by regulation,PMCs can't be made much more legitimate by regulation,-1.9985693,2.623723,1,1,1.9111845,-1.9138281000000004,0,1,-3.9123974000000006,4.5349075,1
246,We have to employ mercenaries,PMCs attract less attention and suspicion and can carry out their role more effectively.,PMCs attract more attention and suspicion and can carry out their role more effectively.,-0.38682312,0.38604182,1,1,0.1647819,-0.43666598,0,1,-0.8234891,0.55082372,1
247,We have to employ mercenaries,PMCs are a valuable resource,PMCs are not a valuable resource,-1.747807,2.2934008,1,1,2.6979077,-2.7825775,0,1,-4.5303845,4.991308500000001,1
248,We have to employ mercenaries,strong incentive to perform is equal with PMCs,strong incentive to perform is not equal with PMCs,-2.050528,2.661094,1,1,1.475877,-1.6258423,0,1,-3.6763703,4.136971,1
249,We have to employ mercenaries,there are some services that you cannot get without PMC's,there are some services that you can get without PMC's,-0.224188,0.19917044,1,1,0.0060597522999999995,-0.058577847,0,1,-0.282765847,0.2052301923,1
250,Transparency is necessary for security,"Without transparency, mistakes would be easier to come by and more difficult to correct.","Without transparency, mistakes would be easier to come by and less difficult to correct.",1.7481446,-1.6154392,0,1,1.7820276999999998,-1.9123392,0,1,-0.16419459999999986,0.1665884999999998,1
251,Transparency is necessary for security,In security too much transparency endangers lives,In security too little transparency endangers lives,0.68603367,-0.54452056,0,0,-2.0674975,1.7473387999999999,1,0,2.43337247,-2.61201806,0
252,Transparency is necessary for security,Too much transparency can be dangerous.,Too little transparency can be dangerous.,2.8299496,-2.940002,0,0,-2.2224912999999997,1.8527637,1,0,4.6827133,-5.1624932999999995,0
253,Transparency is necessary for security,Putting all your information out there is not safe.,Putting all your information out there is safe.,0.9487133,-0.90310436,0,0,-3.2001743,2.812623,1,0,3.7613363,-4.10327866,0
254,Transparency is necessary for security,Too much transparency can come at the cost of human lives,Too little transparency can come at the cost of human lives,1.762094,-1.682615,0,0,-1.6792121,1.2607608000000001,1,0,3.0228548,-3.3618271,0
255,Transparency is necessary for security,Lives can be endangered if there is too much transparency ,Lives can't be endangered if there is too much transparency,1.225786,-1.1085478,0,0,-3.0100226,2.6893706,1,0,3.9151566000000004,-4.1185704,0
256,Animals should be kept in zoos,"Animal research may be valuable, but it does not need to happen in the context of confinement and human entertainment.","Animal research may be valuable, but it does need to happen in the context of confinement and human entertainment.",-0.54866475,0.5345287,1,0,0.6325523000000001,-0.86813754,0,0,-1.4168022900000001,1.167081,1
257,Animals should be kept in zoos,Wild Animals Are Not Domesticated,Wild Animals Are Domesticated,-0.7015216,0.8289538000000001,1,0,-0.8033888000000001,0.52517146,1,0,-0.17635013999999993,0.02556499999999995,1
258,PHILOSOPHY – Utilitarianism isn’t as fair as it initially seems,INDIVIDUAL HEDONISM NOT ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.,INDIVIDUAL HEDONISM ALWAYS POSITIVE FOR SOCIETY/INDIVIDUALS THEMSELVES.,-0.59335446,0.67180395,1,1,-1.0593641000000003,0.5946259,1,1,0.0012714400000000126,-0.3875601500000002,0
259,Europe should be federal,Protection of cultural diversity is one benefit of a federal Europe.,Protection of cultural diversity is not one benefit of a federal Europe.,-1.8582035,2.4460874,1,1,2.3472557000000003,-2.385786,0,1,-4.2439895,4.7933431,1
260,Europe should be federal,Europe is stronger if federal.,Europe is not stronger if federal.,-1.9460862,2.5725868,1,1,2.7544985,-2.7634382,0,1,-4.7095244,5.3270853,1
261,Paparazzi and press intrude too much into celebrities lives,"A celebrities job is to entertain, when did watching a real life marriage fall apart or a real life person in depression become entertaining?","A celebrities job is not to entertain, when did watching a real life marriage fall apart or a real life person in depression become entertaining?",-0.9153315999999999,1.2077575,1,1,0.22679506,-0.2049542,0,1,-1.1202858,1.43455256,1
262,Paparazzi and press intrude too much into celebrities lives,Addiction to celebrity culture and information is unhealthy,Addiction to celebrity culture and information is not unhealthy,-0.809617,0.9778109,1,1,1.8404547999999998,-1.8114921999999998,0,1,-2.6211092,2.8182657,1
263,Paparazzi and press intrude too much into celebrities lives,In the case of paparazzi lives are put at risk,In the case of paparazzi lives are not put at risk,-1.0311896,1.2929324,1,1,-1.6801164000000002,1.3051995,1,1,0.27400990000000003,-0.3871840000000002,0
264,Parents should have the right to do background checks on those looking after their children,"Children should not be exposed to sex, violence, drug use, or other inappropriate topics in school or public libraries.","Children should be exposed to sex, violence, drug use, or other inappropriate topics in school or public libraries.",-1.5616512,1.9949751,1,1,1.1156453000000002,-1.3734388000000002,0,1,-2.93509,3.1106204,1
265,Parents should have the right to do background checks on those looking after their children,"Children should not be exposed to inappropriate topics like sex, violence, or drug use in school or public libraries.","Children should be exposed to inappropriate topics like sex, violence, or drug use in school or public libraries.",-1.7266227,2.2367315,1,1,1.3491418,-1.6212131,0,1,-3.3478358000000004,3.5858733,1
266,Parents should have the right to do background checks on those looking after their children,"School and public libraries should not expose children to sex, violence, drug use, or other inappropriate topics. ","School and public libraries should expose children to sex, violence, drug use, or other inappropriate topics.",-1.4862158,1.8528582,1,1,1.334069,-1.5340084999999999,0,1,-3.0202242999999998,3.1869272,1
267,Privacy Online is Important,The internet is a public space.,The internet is not a public space.,-1.4363899,1.8173482,1,0,1.4802538,-1.5767448,0,0,-3.0131347,3.2976020000000004,1
268,Privacy Online is Important,People vulnerable to explotation are protected.,People vulnerable to explotation are not protected.,-1.4702799,1.9169129,1,1,1.2008878,-1.2679996,0,1,-2.7382795,3.1178007,1
269,Privacy Online is Important,Those who might be exploited are protected. ,Those who might be exploited are not protected.,-1.7958753,2.4072554,1,1,0.31717825,-0.45716557,0,1,-2.25304087,2.72443365,1
270,Privacy Online is Important,Privacy on the internet is important for protecting users from being exploited.,Privacy on the internet is not important for protecting users from being exploited.,-1.9198269,2.5571294,1,1,1.8838863000000001,-2.006412,0,1,-3.9262389,4.4410157,1
271,Privacy Online is Important,Users online would be unprotected from exploitation if it weren't for online privacy.,Users online would be unprotected from exploitation if it were for online privacy.,0.3564515,-0.2273178,0,1,1.6902596999999997,-1.9179702,0,1,-1.5615187000000001,1.4629418999999997,1
272,Encourage fewer people to go to university,College graduates are more productive as members of society.,College graduates are not more productive as members of society.,1.5015172,-1.2886047,0,0,-1.429095,1.2339313,1,0,2.7354485000000004,-2.7176997,0
273,Encourage fewer people to go to university,An increase of graduates from college is beneficial to those in society who never attend college.,An increase of graduates from college is not beneficial to those in society who never attend college.,1.5485265,-1.3642372,0,0,-0.8886255999999999,0.7498322,1,0,2.2983586999999996,-2.2528628,0
274,Encourage fewer people to go to university,"Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. ","Some argue that a college education may be necessary, since there are many people who have succeeded despite not having college degrees.",-0.4562537,0.44038355,1,1,0.04309633400000001,-0.38046652,0,1,-0.8367202199999999,0.483479884,1
275,Encourage fewer people to go to university,"The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.","The question of whether or a college education is necessary for success is one that is debated, as many successful people are not college educated.",0.17428678,-0.06227222,0,1,1.9203715000000001,-1.8276756999999997,0,1,-1.6533889199999996,1.85809928,1
276,Encourage fewer people to go to university,Many college graduates are employed in jobs that do not require college degrees.,Many college graduates are employed in jobs that do require college degrees.,-0.22510928,0.28724188,1,1,-0.34538487,0.05430829,1,1,-0.17080098999999999,-0.058142990000000006,1
277,Encourage fewer people to go to university,Many people with college degrees find themselves working in positions in which their degrees are not a requirement. ,Many people with college degrees find themselves working in positions in which their degrees are a requirement.,-0.36755782,0.3701868,1,1,-0.1868418,-0.10241832,1,1,-0.46997614,0.18334499999999998,1
278,Encourage fewer people to go to university,More and more college educated people are accepting jobs for which they do not need a college education. ,More and more college educated people are accepting jobs for which they do need a college education.,0.06609812,0.050771262,0,1,-0.5137397,0.30914432,1,1,0.37524243999999995,-0.46296843800000004,0
279,Encourage fewer people to go to university,One of the benefits of a college education is the exposure it provides to a multitude of people and ideas.,One of the benefits of a college education is not the exposure it provides to a multitude of people and ideas.,1.4682153,-1.2487664,0,0,0.33827707,-0.43692234,0,0,1.03129296,-0.9104893300000001,0
280,Encourage fewer people to go to university,College graduates are more likely to have health insurance and retirement plans.,College graduates are not more likely to have health insurance and retirement plans.,-0.043378234,0.14039108,1,0,-0.40864173,0.345386,1,0,0.302007766,-0.26825065,0
281,Encourage fewer people to go to university,Those who graduate from college are more likely to have retirement plans and health insurance.,Those who graduate from college are not more likely to have retirement plans and health insurance.,-0.52170944,0.5617025,1,0,-0.532958,0.3954565,1,0,-0.12625293999999998,0.02874449999999995,1
282,Encourage fewer people to go to university,There are more students that are having their views and values shifted during college than in the past.,There are not more students that are having their views and values shifted during college than in the past.,0.3208153,-0.17627758,0,1,0.88102704,-0.8425771999999999,0,1,-0.5217618999999999,0.7047494599999999,1
283,Encourage fewer people to go to university,The children of college graduates are healthier and more prepared for school.,The children of college graduates are not healthier and more prepared for school.,0.8754278,-0.6180316,0,0,-1.0534142,0.91636807,1,0,1.79179587,-1.6714457999999999,0
284,Encourage fewer people to go to university,Children are typically healthier and more studious when their parents have graduated  college.,Children are not typically healthier and more studious when their parents have graduated  college.,-0.40922567,0.44440457,1,0,-0.87586147,0.69086903,1,0,0.28164336,-0.43145690000000003,0
285,Encourage fewer people to go to university,More and more jobs require college degrees.,Less and more jobs require college degrees.,-0.6177965999999999,0.68828845,1,0,0.63767284,-0.8920136999999999,0,0,-1.5098102999999998,1.32596129,1
286,Encourage fewer people to go to university,A college degree is required for an increasing number of jobs.,A college degree is not required for an increasing number of jobs.,1.3610877,-1.1322349,0,0,-0.46347713,0.30496773,1,0,1.66605543,-1.59571203,0
287,Encourage fewer people to go to university,More jobs only hire those with college degrees.,Less jobs only hire those with college degrees.,-0.07618907,0.13905227,1,0,-0.30644923,0.21887579999999998,1,0,0.14268672999999998,-0.16739696,0
288,Encourage fewer people to go to university,A bachelor's degree is considered standard now.,A bachelor's degree is not considered standard now.,0.011185221,0.08376159,1,1,0.07078954,-0.20526768,0,1,-0.194082459,0.15455112999999998,1
289,Encourage fewer people to go to university,College graduates have more and better employment opportunities.,College graduates have less and better employment opportunities.,1.3621117,-1.1028578,0,0,-0.9353450000000001,0.858532,1,0,2.2206437,-2.0382028,0
290,Encourage fewer people to go to university,Earning a college degree is a major life achievement.,Earning a college degree is not a major life achievement.,1.598692,-1.424042,0,0,0.85782045,-0.90665364,0,0,0.69203836,-0.5662215500000001,0
291,Encourage fewer people to go to university,A college education is a significant accomplishment.,A college education is not a significant accomplishment.,1.608123,-1.4133224,0,0,-0.34541026,0.24086608,1,0,1.84898908,-1.75873266,0
292,Encourage fewer people to go to university,One of the most important things that one can achieve in their lifetime is a college education. ,One of the most important things that one can achieve in their lifetime is not a college education.,1.5003263,-1.3012644,0,0,-0.32208186,0.20316857,1,0,1.70349487,-1.62334626,0
