,undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,Label,claim,perspective,opposite_perspective
1272,2.5428994,-2.0951889,1.4636476999999999,0.88957417,0,0,1,1,Voting should be compulsory in the UK,It will reduce the power of special interest groups,It will not reduce the power of special interest groups
1282,-1.3644344,1.2231953000000002,0.3768413,1.5736163,1,1,0,0,The Schengen Agreement must be dissolved,The Schengen Agreement is an anachronism of a safer age. ,The Schengen Agreement is not an anachronism of a safer age.
1310,-3.4259896,3.0496638,0.005543053,0.0073607564000000006,1,1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,"Society would be damaged if people could not satisfy the procreative urge by enriching their children, as this would demotivate them.","Society would be damaged if people could satisfy the procreative urge by enriching their children, as this would demotivate them."
1311,-5.359721700000001,4.908351000000001,0.022007883,0.95263016,1,1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,Giving massive wealth to children would demotivate them and make them less productive for society.,Giving massive wealth not to children would demotivate them and make them less productive for society.
1316,-2.9982677000000004,3.0157142000000006,0.05441254400000001,1.4753627,1,1,0,0,Children should not be allowed to inherit vast wealth as this damages them and society,World economics would suffer,World economics would not suffer
1323,5.7700353,-4.6076083,1.9060266,0.13859421,0,0,1,1,The People’s Republic of China should invade North Korea,North Korea is a threat to China in the future and a nuisance now.,North Korea is not a threat to China in the future and a nuisance now.
1324,5.3453016,-5.028624,1.9079263,0.013933837,0,0,1,1,The People’s Republic of China should invade North Korea,North Korea is both an annoyance now and a threat in the future to China.,North Korea is not both an annoyance now and a threat in the future to China.
1325,5.4948535000000005,-4.812435,1.8923332999999998,0.030391573999999998,0,0,1,1,The People’s Republic of China should invade North Korea,"For China, North Korea is a current nuisance and a future threat. ","For China, North Korea is not a current nuisance and a future threat."
1328,-3.795368,4.519318,0.11422992,0.91638833,1,1,0,0,The UK Should Leave the European Union,one point that is always not mentioned is the EU is part of the New World Order,one point that is always mentioned is the EU is part of the New World Order
1366,2.8730974,-1.3300079,1.4618366000000003,0.3020609,0,0,1,1,Send Yanukovych to The Hague,Immoral crimes were committed by Yanukovych. ,Immoral crimes were not committed by Yanukovych.
1370,-2.6916990000000003,6.2309684999999995,0.088980556,1.6038423000000002,1,1,0,0,Send Yanukovych to The Hague,Should Yanukovych be tried at the ICC?, should not Yanukovych be tried at the ICC?
1372,-3.0483818,6.2277217,0.008862019,1.8911512,1,1,0,0,Send Yanukovych to The Hague,Should be tried at home, should not be tried at home
1373,-2.3602667,6.1194034,0.10819572,1.743655,1,1,0,0,Send Yanukovych to The Hague,Yanukovych should be tried at home.,Yanukovych should not be tried at home.
1374,0.6387371999999999,1.8628498,0.97976893,1.9307782999999998,1,1,0,0,Send Yanukovych to The Hague,Home is where Yanukovych should be tried.,Home is not where Yanukovych should be tried.
1391,1.6016136,-2.7963715000000002,0.68450177,0.0010952353,0,0,1,1,It should be allowed to have military recruitment in schools,"The military enters schools to promote awareness, not just recruitment.","The military enters schools to promote awareness, just recruitment."
1405,-5.06406,4.406741,0.11561316,1.3946931,1,1,0,0,Deny Organs to Non-Donors,People may have valid religious reasons not to donate organs,People may have valid religious reasons to donate organs
1412,-3.241755,5.8637805,0.023354173,1.8724192,1,1,0,0,Domestic intelligence agencies have a legitimate role to play in democracy,It can be self-serving for intelligence agencies to over exaggerate threats.,It can not be self-serving for intelligence agencies to over exaggerate threats.
1430,1.3233229,-1.4315928,1.1587018999999998,0.47486085,0,0,1,1,Prisoners Should Be Used For Medical Experiments Without Consent,It stands to reason that prisoner rights and public rights are unequal,It stands not to reason that prisoner rights and public rights are unequal
1432,-4.5804825,5.821628,0.01868695,1.5997736,1,1,0,0,Labels on food must be mandated to encourage people to eat better,"By labeling their foods, companies are able to convince consumers of falsehoods. ","By labeling their foods, companies are not able to convince consumers of falsehoods."
1441,7.0098652999999995,-2.839634,1.8292663,1.6154276,0,0,1,1,Labels on food must be mandated to encourage people to eat better,"When foods go unlabeled, consumers lack a vital form of protection.","When foods go unlabeled, consumers glut a vital form of protection."
1457,0.7247608,1.9992883000000001,0.3278888,1.655427,1,1,0,0,Macs are better than PCs,"Despite sometimes numerous hardware issues, Macs continue are better than PCs for many reasons","Despite sometimes numerous hardware issues, Macs continue are not better than PCs for many reasons"
1459,3.2761958,-0.32470933,1.3710108,1.0152354,0,0,1,1,Macs are better than PCs,"PCs lack the performance offered in many Mac machines, making the Macs significantly superior","PCs glut the performance offered in many Mac machines, making the Macs significantly superior"
1461,0.11338279999999999,-1.2819866000000002,1.2528449,0.24445301,0,0,1,1,Macs are better than PCs,Mac OS X restart less,Mac OS X restart more 
1467,-5.6701125999999995,5.2193760000000005,0.03659624,1.9680557,1,1,0,0,Adding artificial happy endings to a story completely ruins it,Truly faithful versions of fairy tales would be unsuitable for young children.,Truly faithful versions of fairy tales would not be unsuitable for young children.
1474,2.5021603,-3.9221915999999997,1.4348558,0.35476106,0,0,1,1,Remove the requirement for Catholic Priests to take a vow of celibacy,Celibacy is outdated,Celibacy is not outdated
1516,6.2064905,-4.7741666,1.973026,1.9571611,0,0,1,1,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Charities tackle poverty better,Charities tackle poverty worse 
1517,7.4723619999999995,-5.5755143,1.8799869999999999,0.027225614,0,0,1,1,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Charities can handle poverty better,Charities can not handle poverty better
1518,7.5915289999999995,-5.8295617,1.9190596000000002,0.26813644,0,0,1,1,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",Charities do a better job of taking care of poverty,Charities do a worse job of taking care of poverty
1532,0.7226746000000001,-0.20004845,0.78290457,0.1916424,0,0,1,1,The ICC is not an effective deterrent,"In the decade since its formation, the ICC has only one successful conviction","In the decade since its formation, the ICC doesn't have only one successful conviction"
1579,4.746716999999999,-5.3322153,1.0557187,0.9223085999999999,0,0,1,1,"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt",Requiring churches to pay taxes would endanger the free expression of religion and violate the Free Exercise Clause of the First Amendment of the US Constitution.,Requiring churches not to pay taxes would endanger the free expression of religion and violate the Free Exercise Clause of the First Amendment of the US Constitution.
1582,5.4916315,-5.3218293,1.8768741999999998,0.012236476000000001,0,0,1,1,"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt",Small churches would are in financial peril would be in a problematic situation by a new tax burden.,Small churches would not are in financial peril would be in a problematic situation by a new tax burden.
1583,4.4195404,-5.17631,1.0174018,0.97308826,0,0,1,1,"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt","Withdrawing the ""parsonage exemption"" on ministers' housing would cost American clergy members $2.3 billion over five years, which would be a major blow to modestly paid men and women who dedicate their lives to helping people in need. ","Withdrawing the ""parsonage exemption"" on ministers' housing would not cost American clergy members $2.3 billion over five years, which would be a major blow to modestly paid men and women who dedicate their lives to helping people in need."
1591,4.9870715,-2.4459752999999997,1.8023565,1.7578136000000002,0,0,1,1,"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt","The only constitutionally valid way of taxing churches would be to tax all nonprofits, which would place undue financial pressure on the 960,000 public charities that aid and enrich US society. ","The only constitutionally valid way of taxing churches would not be to tax all nonprofits, which would place undue financial pressure on the 960,000 public charities that aid and enrich US society."
1592,6.3182073,-3.5936506,1.9145966,1.8413413,0,0,1,1,"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt",Taxing churches when their members receive no monetary gain would amount to double taxation. ,Taxing churches when their members receive no monetary gain would not amount to double taxation.
1596,-3.2992627999999997,3.32705,0.21294504,0.9411707,1,1,0,0,The penny should stay in circulation,Eliminating pennies would save time at the point of purchase without hurting customers or businesses financially,Eliminating pennies would not save time at the point of purchase without hurting customers or businesses financially
1603,-0.75485986,0.98673946,0.39219475,1.7323754,1,1,0,0,CCTV is a threat to freedom,No one will ever actually look at the information,No one will not ever actually look at the information
1606,8.740553,-6.741445,1.7114923,0.277206,0,0,1,1,CCTV is a threat to freedom,Power trips can be had by agencies.,Power trips can not be had by agencies.
1607,6.524261,-5.141412,1.3830216999999998,1.1556541999999999,0,0,1,1,CCTV is a threat to freedom,People will lose their privacy.,People will not lose their privacy.
1612,-0.65876174,2.0403378,0.5031104000000001,1.0847262,1,1,0,0,Workers in the Transport Sectors Should Be Banned From Going On Strike,Strikes are the only way employees can gain leverage over their employers in negotiations.,Strikes are not the only way employees can gain leverage over their employers in negotiations.
1620,1.8111558999999997,-0.8138478,0.9226894,0.25329363,0,0,1,1,Workers in the Transport Sectors Should Be Banned From Going On Strike,"Unions shouldn't be able to strike, since it gives them too much power over their employer.","Unions should be able to strike, since it gives them too much power over their employer."
1626,0.28064722,0.19462863,0.5939493,0.54946023,0,0,1,1,The use of atomic bombs against Hiroshima and Nagasaki was justified,"before the atomic weaponry program could be compromised, the united states need to maximise its effectiveness","before the atomic weaponry program could not be compromised, the united states need to maximise its effectiveness"
1627,-3.0181709999999997,5.503458999999999,0.037416697,1.8943843,1,1,0,0,The use of atomic bombs against Hiroshima and Nagasaki was justified,A negotiated peace would have been preferable to the dropping of the atomic bombs,A negotiated peace would not have been preferable to the dropping of the atomic bombs
1628,-1.5756378999999998,5.0175019999999995,0.14960194,1.9649938000000002,1,1,0,0,The use of atomic bombs against Hiroshima and Nagasaki was justified,Talking it out would have been preferable.,Talking it out would not have been preferable.
1629,-3.1077251,5.4046144,0.01329124,1.8326203999999997,1,1,0,0,The use of atomic bombs against Hiroshima and Nagasaki was justified,Peace could have been reached via talks and negotiations.,Peace could not have been reached via talks and negotiations.
1630,-3.1711485,5.759488,0.010056138000000001,1.9097731,1,1,0,0,The use of atomic bombs against Hiroshima and Nagasaki was justified,Dropping atomic bombs could have been preferably avoided with peace talks.,Dropping atomic bombs could not have been preferably avoided with peace talks.
1631,-2.5550656000000003,5.875385,0.03699404,1.9855835,1,1,0,0,The use of atomic bombs against Hiroshima and Nagasaki was justified,A peaceful negotiation would have been a better option than setting off atomic bombs.,A peaceful negotiation would not have been a better option than setting off atomic bombs.
1637,6.304219,-2.6404419999999997,1.9595962,1.9457263999999999,0,0,1,1,The use of atomic bombs against Hiroshima and Nagasaki was justified,The inability of Japan's rulers to back down made it necessary to use the atomic bombs against them. ,The inability of Japan's rulers not to back down made it necessary to use the atomic bombs against them.
1654,-4.8252354,4.188553,0.011265635500000001,0.11253065,1,1,0,0,Oil Companies Should Not Be Allowed To Drill Offshore,Offshore drilling and its negative effect on the environment are controversial topics.,Offshore drilling and its positive effect on the environment are controversial topics.
1657,-1.0137015999999999,3.7403085,0.4820447,1.6419626,1,1,0,0,Open primaries are the most effective method of selecting candidates for elections,A result of open primaries will be increased activity in the lobbying.,A result of open primaries will not be increased activity in the lobbying.
1674,-0.72030383,4.799931,0.3713488,1.9585047999999998,1,1,0,0,Open primaries are the most effective method of selecting candidates for elections,Open primaries can be manipulated.,Open primaries can not be manipulated.
1675,-2.1070256,5.383426999999999,0.06728363,1.9733424,1,1,0,0,Open primaries are the most effective method of selecting candidates for elections,It's possible to manipulate open primaries.,It's possible not to manipulate open primaries.
1680,3.3781461999999998,-3.9486190999999997,1.7818038,0.0054508448,0,0,1,1,NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,"The war is too expensive, so a deal needs to be made to end it.","The war is not too expensive, so a deal needs to be made to end it."
1699,-2.9453232000000003,5.3325949999999995,0.07286727400000001,1.8080596000000002,1,1,0,0,Gabon hosting the Africa Cup of Nations was a good thing,Cost could be spent on other things,Cost could not be spent on other things
1707,-3.7975337999999996,2.0836642,0.2114085,1.7225761000000002,1,1,0,0,Gambling must be banned,Gambling is too popular to ban entirely.,Gambling is not too popular to ban entirely.
1731,-4.8010779999999995,4.340891,0.18834436,1.6822484,1,1,0,0,Any work that is not released under a creative commons license shouldn't be funded,Creative commons is not a good option for many government works,Creative commons is a good option for many government works
1732,-4.383642,4.5644355,0.15296221,1.4082326,1,1,0,0,Any work that is not released under a creative commons license shouldn't be funded,Government tends not to like creative commons.,Government tends to like creative commons.
1733,-4.4202557,4.073161,0.22060734,1.7292029999999998,1,1,0,0,Any work that is not released under a creative commons license shouldn't be funded,It's best for government not to use creative commons as an option. ,It's best for government to use creative commons as an option.
1734,7.0851617,-5.378415599999999,1.6091090000000001,0.42259616,0,0,1,1,Any work that is not released under a creative commons license shouldn't be funded,The creative commons is a more effective means for artists to build and expand their reach and markets than traditional copyright licensing arrangements,The creative commons is not a more effective means for artists to build and expand their reach and markets than traditional copyright licensing arrangements
1735,8.109025,-6.1045737,1.6745889999999999,0.16898781,0,0,1,1,Any work that is not released under a creative commons license shouldn't be funded,The Creative Commons licenses allows artists to reach their full potential.,The Creative Commons licenses disallow artists to reach their full potential.
1736,8.044944000000001,-6.1193,1.6886554,0.28487092,0,0,1,1,Any work that is not released under a creative commons license shouldn't be funded,Artists are better off when using creative commons licenses.,Artists are not better off when using creative commons licenses.
1739,-2.7861004,5.767833,0.11709052,1.5843973,1,1,0,0,Inheritance tax should be raised to 100% for everyone born in the UK,Who says the government will spend the money well?,Who says the government will not spend the money well?
1741,-1.6982988999999997,5.160564,0.2023719,1.7831584999999999,1,1,0,0,Inheritance tax should be raised to 100% for everyone born in the UK,Are you assuming the government would handle the money properly?, are not you assuming the government would handle the money properly?
1748,3.1781167999999997,-1.9939547,1.6074829,0.24125397,0,0,1,1,Inheritance tax should be raised to 100% for everyone born in the UK,No one should be allowed to pass on money after they are dead,No one should not be allowed to pass on money after they are dead
1750,-3.3459767999999994,4.419662000000001,0.007787704499999999,1.3298578,1,1,0,0,Inheritance tax should be raised to 100% for everyone born in the UK,People have a right to pass on the money they earned through hard work,People don't have a right to pass on the money they earned through hard work
1839,-2.339963,2.6009988999999996,0.12013364,0.6818409000000001,1,1,0,0,Have no elections rather than sham elections,The peoples desires will always be conveyed even in false elections.,The peoples desires will not always be conveyed even in false elections.
1841,-0.30038825,3.221084,0.22707814,1.6260973,1,1,0,0,Have no elections rather than sham elections,Having elections is beneficial to the end result of democracy.,Having elections is not beneficial to the end result of democracy.
1842,-4.845961,3.8925376000000003,0.011515558,0.02135694,1,1,0,0,Have no elections rather than sham elections,No elections are in direct contradiction to the desired effect of democracy.,No elections are not in direct contradiction to the desired effect of democracy.
1843,-2.7261255,6.1065583,0.050369203,1.9768240000000001,1,1,0,0,Polls are accurate predictors of election results,"The only accurate poll is the exit poll, as evidenced through history","The only accurate poll is not the exit poll, as evidenced through history"
1844,-1.6003143,5.171564,0.23764277,1.9742827,1,1,0,0,Polls are accurate predictors of election results,History suggests that exit polls are the only reliable predictor.,History suggests that exit polls are not the only reliable predictor.
1845,-3.143938,4.2962110000000004,0.13062078,1.2814765,1,1,0,0,Polls are accurate predictors of election results,Exit polls have been shown to be the only accurate predictor of races.,Exit polls don't have been shown to be the only accurate predictor of races.
1847,-0.27550697,3.2391531000000002,0.46187799999999996,1.8476419999999998,1,1,0,0,Polls are accurate predictors of election results,History has proven that exit poll is the only effective poll. ,History doesn't have proven that exit poll is the only effective poll.
1849,-4.046599,2.9516270000000002,0.004923939699999999,0.018975258000000002,1,1,0,0,Polls are accurate predictors of election results,There is no predetermination at play in voting.,There is not no predetermination at play in voting.
1862,0.5600261,3.234782,0.86606425,1.5556359,1,1,0,0,There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God,Numbers Are Not Real but Quatities Are.,Numbers Are Real but Quatities Are.
1863,-3.0122423,5.571691,0.019317508,1.8461556000000001,1,1,0,0,There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God,You can do the same kind of thing with any lengthy book (Moby Dick is famously often used),You can not do the same kind of thing with any lengthy book (Moby Dick is famously often used)
1867,-2.7494330000000002,5.4876556,0.049121677999999995,1.5268469,1,1,0,0,France is right to intervene in Mali,Western countries should not be interfering in African internal affairs,Western countries should be interfering in African internal affairs
1873,-3.0039237,3.3407233,0.011645079,1.2269738000000001,1,1,0,0,Water Should Be Owned And Supplied By The State,What to do with the poorest of the world?,What not to do with the poorest of the world?
1874,-2.7755612999999997,5.659079599999999,0.0033212304,1.9109373,1,1,0,0,Water Should Be Owned And Supplied By The State,What can be done for the world's most impoverished?,What can not be done for the world's most impoverished?
1875,-2.751896,5.757852,0.055426598,1.9626892,1,1,0,0,Water Should Be Owned And Supplied By The State,What can possibly be done on behalf of the world's poorest citizens?,What can not possibly be done on behalf of the world's poorest citizens?
1877,-3.2691277999999997,5.4592967,0.07127291,1.5621011,1,1,0,0,Hillary Clinton would make a better president for America,Obama is more willing to do what is right for the country,Obama is not more willing to do what is right for the country
1878,-3.3895621,6.287572,0.013413131000000002,1.9030591000000001,1,1,0,0,Hillary Clinton would make a better president for America,Obama would make sacrifices for the greater good.,Obama would not make sacrifices for the greater good.
1879,-0.71008956,2.7063372,0.68355966,1.4113843000000001,1,1,0,0,Hillary Clinton would make a better president for America,Obama is more invested in the health of the nation.,Obama is not more invested in the health of the nation.
1882,4.287699,-2.808375,1.8102666,0.49567609999999995,0,0,1,1,Hillary Clinton would make a better president for America,Hillary has far more experience than Obama,Hillary doesn't have far more experience than Obama
1903,-3.9054623,3.7447809999999997,0.012041926000000001,0.092788875,1,1,0,0,Online gambling has to be banned,Government only objects to online gambling because they dont benefit,Government only objects not to online gambling because they dont benefit
1911,5.3736453,-4.845226,1.4992484,0.88496965,0,0,1,1,Atheist countries are more benevolent,Atheism leads to high prosperity.,Atheism leads not to high prosperity.
1912,5.141063,-2.7598138,1.3327961000000002,0.10457659,0,0,1,1,Atheist countries are more benevolent,Norway still the world's best place to live (With 70% atheists),Norway still the world's best place not to live (With 70% atheists)
1917,5.856669999999999,-3.4843268,1.4513992,0.07082593400000001,0,0,1,1,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,If the demand for shark fins is reduced then the killing will be reduced.,If the demand for shark fins is not reduced then the killing will be reduced.
1919,4.987958,-3.7787924,1.4879656,0.7086116,0,0,1,1,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,The killing of sharks can be decreased if demands for shark fins are declined.,The killing of sharks can not be decreased if demands for shark fins are declined.
1937,7.123934299999999,-5.537571400000001,1.9392047,1.9356943,0,0,1,1,"Use of goal line technology in football is overdue, and can only lead to benefits.",The benefits far outweigh the costs,The harm far outweigh the costs
1938,8.136816,-6.0987844,1.8431985,0.024679482000000003,0,0,1,1,"Use of goal line technology in football is overdue, and can only lead to benefits.",Technology can improve treatments for injuries thus lessening off time for players.,Technology can not improve treatments for injuries thus lessening off time for players.
1939,9.126386,-7.150713400000001,1.9049588,0.030654848,0,0,1,1,"Use of goal line technology in football is overdue, and can only lead to benefits.",Technology is ready and available and proven to be robust,Technology is not ready and available and proven to be robust
1940,-1.7866303,1.252317,0.26932758,1.7542856,1,1,0,0,"Use of goal line technology in football is overdue, and can only lead to benefits.",It would be divisive.,It would not be divisive.
1942,5.8336606,-5.058374400000001,1.8393843,1.3013157,0,0,1,1,"Use of goal line technology in football is overdue, and can only lead to benefits.",Individual players lives will be enhanced if head injuries can be reduced through use of technology.,Individual players lives will not be enhanced if head injuries can be reduced through use of technology.
1966,4.843868,-4.8917836999999995,1.9191436000000002,0.010358036,0,0,1,1,The 2022 Football World Cup must be moved to the winter,Heat will damage player's health,Heat will not damage player's health
1967,4.3837233,-4.899338200000001,1.8883188000000002,0.042944193,0,0,1,1,The 2022 Football World Cup must be moved to the winter,heat can hurt the health of a player,heat can not hurt the health of a player
1968,3.5571787000000006,-3.6739377999999996,1.7110311999999999,0.018949807,0,0,1,1,The 2022 Football World Cup must be moved to the winter,heat can hurt people,heat can not hurt people
1979,4.916421,-5.5612273000000005,1.9514797,0.03192997,0,0,1,1,The 2022 Football World Cup must be moved to the winter,A sporting event in the heat of a desert summer will not be a pleasant experience for the fans,A sporting event in the heat of a desert summer will be a pleasant experience for the fans
1980,2.494926,-2.7141395,1.5068024,0.016098022,0,0,1,1,The 2022 Football World Cup must be moved to the winter,heat is not good for sports,heat is good for sports
1981,1.9713641,-2.2963009999999997,1.4274229999999999,0.03452897,0,0,1,1,The 2022 Football World Cup must be moved to the winter,heat at events hurts sporting fans,heat at events protect sporting fans
1983,4.9583325,-3.1418392999999996,1.6599233,1.582917,0,0,1,1,physical fitness is better than mental fitness,"pretty people(great skin,great health resulting from physical prowess) have a one-up on everything","pretty people(great skin,great health resulting from physical prowess) don't have a one-up on everything"
1985,5.888661,-4.721939,1.6570749,0.2533384,0,0,1,1,physical fitness is better than mental fitness,People with great physical features are in a better position ,People with great physical features are not in a better position
1986,4.247218,-3.0652678,1.6637104,1.6222168,0,0,1,1,physical fitness is better than mental fitness,Those with better physical features have a high standing,Those with worse physical features have a high standing
2012,-2.3072037999999995,4.1136794000000005,0.031800807,1.795192,1,1,0,0,The agreement between Russia and Great Britain in 1907 was inevitable,The UK and Germany had the potential to create an alliance in the early 1900's.,The UK and Germany had the potential not to create an alliance in the early 1900's.
2013,-3.31345,5.68583,0.0051175356,1.9734962999999999,1,1,0,0,The agreement between Russia and Great Britain in 1907 was inevitable,An Anglo-German alliance at the international level is a distinct possibility.,An Anglo-German alliance at the international level is not a distinct possibility.
2027,-3.6102461999999997,4.5942397,0.020791888,0.2289179,1,1,0,0,"We must be a libertarian; right or left, right or wrong",Libertarians want a world where everyone fends for themselves.,Libertarians want a world where noone fends for themselves.
2038,-1.8846330000000002,4.787028299999999,0.09960067,1.8159105,1,1,0,0,German prosecutors should investigate NSA surveillance of Angela Merkel,Will the investigation bear fruit? Will someone be prosecuted?, will not the investigation bear fruit? Will someone be prosecuted?
2040,4.123142700000001,-1.5567303,1.8084334999999998,1.6649735,0,0,1,1,There is life on other planets,"Yes, because it is more likely.","Yes, because it is not more likely."
2041,3.8525812999999993,-0.7161328,1.5457907,1.1178553999999998,0,0,1,1,There is life on other planets,Why are aliens humanoids?,Why are not aliens humanoids?
2052,-2.3887222,5.839931,0.022224723999999998,1.8300686000000002,1,1,0,0,We must support the Scottish Independence,"Scotland needs English economic muscle as through the Barnett formula England, especially the Southeast effectively subsidizes the rest of the UK in general and Scotland in particular ","Scotland don't need English economic muscle as through the Barnett formula England, especially the Southeast effectively subsidizes the rest of the UK in general and Scotland in particular"
2057,-1.8612408999999999,5.1441374,0.04540783,1.9045463,1,1,0,0,We must support the Scottish Independence,The union has worked for over three hundred years and most people feel comfortable with the joint Scots/British identity ,The union doesn't have worked for over three hundred years and most people feel comfortable with the joint Scots/British identity
2063,3.4377046,-4.4893517,1.7978323,0.0027685165,0,0,1,1,It does matter where you go to university or college,Not every college is equally impressive., every college is equally impressive.
2073,-0.36265284,3.215481,0.6583534000000001,1.3478246,1,1,0,0,Music should be free for all,"were can they get money to fend for their families as to some it""s proffession"," were not can they get money to fend for their families as to some it""s proffession"
2074,-0.39877623,3.1519607999999995,0.18355626,1.5304555,1,1,0,0,Music should be free for all,"For some people music making is a profession, and they have families to support.","For some people music making is not a profession, and they have families to support."
2075,-0.82991886,3.2651152999999997,0.15622085,1.1538549999999999,1,1,0,0,Music should be free for all,Where can professional musicians get money to fend for their families?,Where can not professional musicians get money to fend for their families?
2083,0.45015879999999997,2.705734,0.9429724,1.2778094,1,1,0,0,Music should be free for all,It Takes Money To Make Music,It Takes Money Not to Make Music
2086,-4.736892,5.346465599999999,0.02946955,0.52979815,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,people who sell are making lots of money,people who sell are not making lots of money
2087,-5.812227,6.388878,0.0373587,1.840744,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,People selling illegal recreational drugs are raking it in.,People selling illegal recreational drugs are not raking it in.
2088,-6.2123666,6.337801,0.00393188,1.6654801,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,People who sell illegal drugs are making bunches of money.,People who sell illegal drugs are not making bunches of money.
2089,-4.262423,4.9780690000000005,0.025413275,1.2630097,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Allowing drug use is wrong – Prohibition must remain,Allowing drug use is not wrong – Prohibition must remain
2090,-4.696402,5.162346400000001,0.047796726,1.348568,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,"Drugs are dangerous, and the governement should discourage its use","Drugs are not dangerous, and the governement should discourage its use"
2091,-5.6136284000000005,5.2135725,0.07563710000000001,1.695157,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,"The government has a responsbility to discourage the use of dangerous activities, such as the use of drugs.","The government doesn't have a responsbility to discourage the use of dangerous activities, such as the use of drugs."
2093,-4.0516043,3.9947898,0.12179303,1.4992663999999998,1,1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,More people will take drugs if they are legal,Less people will take drugs if they are legal
2094,9.287271,-7.310666599999999,1.8469634,0.20679462,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Drugs are safer when legal,Drugs are not safer when legal
2095,8.020172,-6.2911269999999995,1.7493121999999999,0.5349469,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Legal drugs are safer.,Legal drugs are not safer.
2096,9.452736,-6.914848299999999,1.8214158,0.08056419999999999,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Drugs become safer when they are legalized.,Drugs become safer when they are not legalized.
2097,7.3334484,-4.5477996,1.60225,0.071611285,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,People should be free to take drugs,People should not be free to take drugs
2098,9.332517,-6.96917,1.8122139,0.030746698,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Drugs should be legal for everyone.,Drugs should not be legal for everyone.
2099,5.870129,-3.6369052,1.6956548999999999,1.6117591999999998,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Legalisation reduces crime,Legalisation increase crime
2100,7.554684,-5.267633,1.7783202,1.0850601999999998,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,Crime is reduced when drugs are legalized.,Crime is not reduced when drugs are legalized.
2101,6.426225700000001,-4.7344956,1.7771354,1.7629893,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,There is less crime when drugs are legal.,There is not less crime when drugs are legal.
2102,7.145847,-4.5903454,1.6663537,0.2781161,0,0,1,1,The Illegality Of Recreational Drugs Does More Harm Than Good,"Prohibition does not work; instead, it glamorizes drugs","Prohibition does work; instead, it glamorizes drugs"
2103,-1.9388838,2.7555254000000002,0.315238,1.8736788,1,1,0,0,We should drop the sanctions against Cuba.,Sanctions are necessary for national security,Sanctions are not necessary for national security
2104,-0.12433240599999999,2.559607,0.37450916,1.3185396,1,1,0,0,We should drop the sanctions against Cuba.,The national well-being is best served by the continuation of economic sanctions against Cuba,The national well-being is not best served by the continuation of economic sanctions against Cuba
2106,-2.1302693,3.3908224000000002,0.2375626,1.8101807,1,1,0,0,We should drop the sanctions against Cuba.,Economic punishment is what Cuba should be subject to,Economic punishment is not what Cuba should be subject to
2107,0.59244287,1.6350105,0.48420823,1.3815598,1,1,0,0,We should drop the sanctions against Cuba.,The actions of the Cuban government have merited the Cuban government economic penalty,The actions of the Cuban government don't have merited the Cuban government economic penalty
2110,7.5516806,-6.5168204,1.8314714,0.5768024,0,0,1,1,We should drop the sanctions against Cuba.,"The casualties of the embargo are the civilians of Cuba, not the government as ideal.","The casualties of the embargo are the civilians of Cuba, the government as ideal."
2111,9.231198,-6.503902,1.7078862000000001,1.4015723,0,0,1,1,We should drop the sanctions against Cuba.,"The embargo harms the people of Cuba, not the government as intended. ","The embargo harms the people of Cuba, the government as intended."
2112,3.620011,-2.7360892000000003,1.319772,0.20551413,0,0,1,1,We should drop the sanctions against Cuba.,Sanctions harm the Cuban people. ,Sanctions protect the Cuban people.
