undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold,distance_to_logtis,distance_to_distance,snorkel_logits_17,snorkel_logits_37,snorkel_logits_57,snorkel_logits_77,snorkel_logits_97,snorkel_distance_01,snorkel_distance_03,snorkel_distance_05,snorkel_distance_07,snorkel_distance_09,snorkel_label
6.104406,-4.5618715,1.4011446,0.5424525,0,0,0,0.4542174618787497,0.4329361904424852,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
6.0968394,-4.375358,1.3887452,0.48152924,0,0,0,0.4459450819363632,0.45740124714029595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.043393599999999,-3.7806404000000002,1.3436203000000002,0.69993126,0,0,0,0.37569453150931953,0.324534631846306,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1
-3.5848758000000003,3.9416050000000005,0.09021592,0.042423964,1,0,0,0.3203882272263997,0.02409159318202661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4.591898400000001,-3.7781947,1.3505924999999999,1.2420448999999998,0,0,0,0.35634596565332033,0.054723745594716086,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1
3.5664977999999996,-1.7970811999999998,1.0978587,0.21096456,0,0,0,0.22819770657192853,0.44715526756441915,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
5.508674,-3.8681620000000003,1.3284798,0.44755352,0,0,0,0.39925690692499166,0.44414635538668645,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
6.6997232,-5.254938,1.458536,0.46645010000000003,0,0,0,0.5091329296571453,0.5001914928882598,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.633192500000001,-4.0414896,1.3412461000000002,0.5073887,0,0,0,0.4119521606040555,0.4204148794096631,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
6.557121799999999,-4.7980160000000005,1.4234334,0.3819937,0,0,0,0.48357912301158296,0.5250749938144518,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.881999,-5.300905,1.4426217,0.45213926,0,0,0,0.5188614446399497,0.4993830506123841,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.440580000000001,-3.4971193999999994,1.3775438999999998,1.7333971999999997,0,1,0,0.33791581763147616,0.17941184691624665,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1
7.3354144,-5.790613700000001,1.5167834999999998,0.43719035,0,0,0,0.559060727760792,0.544311433732197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-4.944444,4.8268533,0.1324634,1.3950281999999998,1,1,1,0.41607024196638814,0.6365632000043356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-3.8891072,4.5488824999999995,0.15298325,1.4852783999999999,1,1,1,0.3592399587623317,0.6717202746127487,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.8312387,4.9145703,0.1044808,1.2264962,1,1,1,0.4149838405182978,0.5657001433587334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6.608696000000001,-5.2051015,1.4494187,0.52235425,0,0,0,0.503128820804716,0.4674085803000225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
7.725947,-5.8334327,1.504859,0.31495196,0,0,0,0.5775317048668483,0.5999301659065553,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-0.032758567,-0.04254168,0.45487040000000006,0.8717568000000001,0,1,1,0.0,0.21018388879302966,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
2.3062146,-2.5610876,0.814561,1.7194922,0,1,1,0.20704463499894507,0.45624930286090654,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
4.4761076,-3.3594809999999997,1.2160954,0.6741129,0,0,1,0.3335634943699926,0.27325560607139526,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1
6.5870137,-5.434663,1.4819722,0.48966450000000006,0,0,1,0.5119893671694354,0.5003033213696619,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-3.7060182,3.7762437000000006,0.20308286,1.3520617,1,1,1,0.3185034613929402,0.5792947355525122,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-0.13314661,0.89045334,0.68086016,0.7846123,1,1,0,0.04321245747324225,0.05230594122399861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
6.631713400000001,-5.971011,1.5474693000000002,0.75786567,0,0,0,0.5367556741687096,0.39810274282073804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1
6.962727,-5.6311,1.5161273000000002,0.51763743,0,0,0,0.5363764355280691,0.5034202856747587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.5177045,-4.882115,1.4313406000000002,0.4248019,0,0,0,0.48548361501705767,0.5074783940424986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.182746400000001,-5.3283477,1.4994242,1.5835931,0,1,0,0.4902265318289158,0.04243234343258559,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1
5.143686,-3.4307367999999996,1.2812622999999999,0.15406126,0,0,0,0.3650552197804249,0.5683146710697282,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
7.3629737,-5.7369227,1.5027573,0.30291432,0,0,0,0.5579469023302586,0.6049397289430913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.905899000000001,-5.170795,1.4434572,0.22751939999999998,0,0,0,0.5143343989836413,0.6130545137899905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-1.5618906000000001,2.5363927000000004,0.243375,0.4210735,1,1,1,0.1742663309704734,0.08958866955593098,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-2.846027,2.5148745,0.35678142,1.4649315,1,1,1,0.22808358205686624,0.5587094414662359,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.3909272999999995,1.7629461,0.43019092,1.4641423,1,1,1,0.1766357775455486,0.5212994868087982,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-0.44496953,-0.046602394000000005,0.5845765,1.3176537,1,1,1,0.01656282471926325,0.3696029014050956,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
-1.2928073,2.0863907,0.28810418,0.26751816,1,0,1,0.14361637349113862,0.010374737870907367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-4.968978400000001,6.127781,0.014371156999999999,0.76154727,1,1,1,0.4725661222263096,0.37671137764590795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
-4.7720556,5.2026205,0.14921647,1.4231839,1,1,1,0.4247389653740257,0.6423122477811234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-2.710906,3.4238203,0.23029172,0.90905905,1,1,1,0.26106673053237356,0.342220618775463,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
-4.5755453,5.233141000000001,0.13757527,1.8413627000000001,1,1,1,0.4176638933178966,0.8590215258528393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
5.67671,-3.785132,1.420772,0.53384817,0,0,1,0.4028801631443697,0.4471702368503201,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1
-2.164906,2.9532258999999996,0.22930026,0.42417330000000003,1,1,1,0.21773588350528258,0.09824783424024958,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.8862697999999996,0.23120129,1.4903175,1.4556618000000001,0,0,1,0.15537494983987274,0.01746847523887536,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.868368,-5.573615599999999,1.8866247999999999,0.053881407,0,0,1,0.4446572629734541,0.9240393324806668,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
4.0877404,-0.060560282,1.4931686000000002,1.1146458000000001,0,0,1,0.17639824860462283,0.19084149416217933,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
3.686654,0.23909074,1.4646861999999998,1.3974799,0,0,1,0.1465303425460806,0.03388003595452653,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.2367605999999998,-2.6708732000000004,1.5769846,0.06308699,0,0,1,0.25138724540192264,0.7632817142913296,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
4.7536830000000005,-0.37554818,1.5965103,1.6660194,0,1,1,0.21820897405525108,0.035041075751519594,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.8762274,-0.5058946,1.6219128,1.6500959,0,1,1,0.22898807478212466,0.014205080158965227,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.279903,-5.940175,1.5289625,0.0016008020000000001,0,0,0,0.47782239689415656,0.7700701205785523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.182430999999999,-2.300222,1.8573756000000001,1.8350186000000002,0,0,0,0.36114366649476176,0.011267641405594952,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
6.4771147000000004,-2.2820918999999997,1.8186031999999999,1.6394501,0,0,0,0.3729313585540445,0.09032205868599266,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1
-3.2616327000000003,6.3055224,0.015292466000000001,1.8845891,1,1,0,0.40736897975210307,0.9424689692316124,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
3.9489900000000002,-3.8655275999999996,1.7340335,0.014159322,0,0,0,0.33266537386322237,0.8671322409093782,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3.3139913,-4.1811603999999996,1.7492078999999998,0.039281428,0,0,0,0.31905287023486356,0.862116745618955,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.162529,-2.2003209999999997,1.8410268,1.8322897,0,0,0,0.3560372391266919,0.004400676870652556,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-4.062973,4.368777,0.039155126,0.83689487,1,1,1,0.35897400069075974,0.4022048585697705,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
-3.0957060000000003,4.215335400000001,0.023653626,0.42619538,1,1,1,0.3112054384120916,0.20295151738440664,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-2.2353766,5.615337,0.123493016,1.4327312,1,1,1,0.33420817533743136,0.6600952723876683,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.2873718,4.6136870000000005,0.070572436,1.7622014,1,1,1,0.25110699565905265,0.852891396055902,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.9217231,5.179631,0.05170858,1.6892468999999997,1,1,1,0.30226782443367134,0.8256196441325988,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.030544,5.660359400000001,0.01804322,1.829993,1,1,1,0.41264356975295546,0.9135554814227062,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.6283064,1.5202688,0.10870105,0.008303880999999999,1,0,1,0.17640994953221417,0.05061441141300436,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1
-0.63431305,3.9223727999999998,0.13108844,1.7681055,1,1,1,0.1938050681215716,0.8253568320757201,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
2.1624334,1.3775266000000002,1.2305741000000001,1.7496521,0,1,0,0.03303851163106127,0.26170747508727726,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1
4.9832187,-4.7211995,1.8323188000000001,0.047020614,0,0,0,0.4132196183042771,0.9001181176536855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.619926,-1.6352671,1.7390976999999999,1.7036781000000003,0,0,0,0.3088249864402697,0.017853623015895787,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-3.088967,3.9747614999999996,0.21799588,0.24858868,1,1,0,0.30066408835377306,0.015420017452179661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
4.9768414000000005,-0.6462305,1.641693,1.6383698999999998,0,0,0,0.23925821128700098,0.001671013217308768,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
5.5211190000000006,-1.3821667,1.7172247999999999,1.6701297999999998,0,0,0,0.29382544904649566,0.023740197640619232,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-2.7248485000000002,6.1495194,0.008917034,1.6740451,1,1,0,0.3778399402595319,0.8395300111184116,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-2.790418,4.6651654,0.016966343000000002,1.8562021,1,1,0,0.31736632941344844,0.9273126922950514,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
5.6140566,-1.7591017,1.7544137999999998,1.8183314999999998,0,1,0,0.31385308027564807,0.03222196948049876,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-2.131334,5.3159339999999995,0.08069944400000001,1.7171075,1,1,0,0.3170118976701995,0.8250497807119334,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-4.7262692,3.8365025999999998,0.005944848000000001,0.012693405,1,1,0,0.3645586129737057,0.0033980810911528737,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-2.2695312000000003,5.126655,0.2785477,1.9376863999999998,1,1,0,0.3148346107781328,0.8365102559139833,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-2.9293072,3.345476,0.04142183,0.14559525,1,1,1,0.26703645071673476,0.052518344752605986,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4.2520226999999995,-4.2299323,1.7687811999999998,0.012664973999999999,0,0,1,0.36111391526730574,0.8854049784691019,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-3.1255433999999997,6.436792400000001,0.0018053054999999998,1.6917479,1,1,1,0.4071635641496979,0.8520411519609155,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
3.5301913999999996,-0.3106634,1.461463,1.6106796,0,1,1,0.16329381828113188,0.07522849090647128,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-2.9223146,5.263499700000001,0.08668584,0.8786229,1,1,1,0.34849135176489454,0.3992792258385847,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
7.328015,-5.331539599999999,1.7813966,0.40229058,0,0,0,0.5391779781895847,0.695321665528967,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.042289299999999,-3.5228066,1.5516534,0.4706816,0,0,0,0.32203413929421726,0.5450065299264495,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-1.3199834,1.2051427,0.21040004,1.1052238,1,1,1,0.10721280993714213,0.4511532719048013,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
3.1633158,0.7157357,1.3928702,1.3104284,0,0,0,0.10390752528914211,0.04156156358484076,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
2.1907701,-2.7737762999999998,1.4924011000000001,0.0032015443,0,0,0,0.21118952656481618,0.7508292981237967,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-4.324512,3.7455894999999995,0.0061445236,0.7703566999999999,1,1,1,0.3435592631798341,0.3853007243505703,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
-2.4560153,5.286032,0.011559308,1.8949939999999998,1,1,1,0.329576433492011,0.9495971818380896,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-1.0652652,2.7660291,0.5220481,1.0436466999999998,1,1,1,0.16288631597440809,0.2629783266211927,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1.0247239,-0.85848016,1.0499613,1.7415929,0,1,1,0.07985182337400727,0.34870660515259677,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4.63737,-0.38347447,1.6106998,1.9191499,0,1,1,0.2135891493239918,0.1555118114356057,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
2.0658168999999997,2.371612,1.1406586,1.8987455000000002,1,1,1,0.012617077299346044,0.3822124450089071,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
4.0849150000000005,0.64032835,1.4783746000000002,1.8865005000000001,0,1,1,0.14640346890545336,0.20576696628931343,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
5.2029614,-5.4182167,1.9713931,0.054659605,0,0,0,0.45229516602269,0.9663859761212367,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.749057,-5.3523629999999995,1.9570171000000003,0.019502461000000002,0,0,0,0.43014123843643576,0.976863540482468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-2.629889,5.819439,0.016833365,1.9841604,1,1,1,0.3597232371896448,0.9918945367477605,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
4.8116384000000005,-4.7630315,1.8830939999999998,0.045159757,0,0,0,0.4076892870932011,0.9266564870013465,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.935378599999999,-1.9862078,1.8163002000000001,1.6470381999999997,0,0,0,0.3372290246114206,0.08533510335507498,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1
1.8905317,-2.5974880000000002,1.4725002,0.020824492,0,0,0,0.19087827407117228,0.7319102949467923,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
1.1759583,-1.2068938999999999,0.99379414,0.09263313,0,0,0,0.10114859337560334,0.45434842539337783,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
0.89069134,-2.3305752,0.55399406,0.0069588422999999995,0,0,0,0.13688477637234167,0.27580311620369996,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1
5.113487,-4.184861,1.9433807,0.61573434,0,0,0,0.39591147090698653,0.6693764192202426,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
6.2706876,-1.9418456999999998,1.8665432000000002,1.8689116999999997,0,1,0,0.3496302099975553,0.0011897171472156822,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
-3.2515433,4.9880004,0.0030331612,1.5809323999999998,1,1,1,0.3507814887283259,0.7955504471857083,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9698667999999997,5.1824102,0.018387854,1.819934,1,1,1,0.34706187348328915,0.908310113562992,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.7012799,5.7132273,0.0051184893,1.9037786,1,1,1,0.35823905160081904,0.9572736266168729,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.6437630000000003,5.6004567000000005,0.04253906,1.8665264,1,1,1,0.35098079637816026,0.919624652092626,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.1080427000000004,4.8761897,0.0336715,1.585038,1,1,1,0.33989921858736544,0.7821730085588102,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
4.5811167,-3.9007120000000004,1.8121052,0.53809017,0,0,0,0.3611085319148306,0.6423362470404325,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.286233999999999,-4.770002,1.9402738000000002,0.012446225,0,0,0,0.3855918015920433,0.9719794572707178,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
3.2096417,-3.6413,1.2739551000000002,0.009216785,0,0,0,0.2915943627285048,0.6376590560988128,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
5.1772323,-5.4250197,1.9650004,0.0031910539,0,0,0,0.45148846873622106,0.9891125945902451,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
4.8422313,-2.7465854,1.5187819,1.7098153000000003,0,1,1,0.3230452036441293,0.09631194104669125,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3.7283695,-3.9247822999999995,1.9065421000000002,0.22897649,0,0,1,0.3257873930331055,0.8458008481693289,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
5.7316437,-2.4517446,1.9265226999999998,1.9122298,0,0,1,0.34838794706889414,0.007201834115803526,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.447030000000001,-1.8399047999999998,1.8136776999999997,1.3296659,0,0,1,0.3101779299023622,0.24402758376831019,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1
-2.482481,5.064753,0.033774912000000004,1.8870727999999999,1,1,1,0.3212728019737351,0.9344026235620001,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.2529242000000003,3.2813714,0.0064145923,0.6198349,1,1,1,0.2780977865907404,0.3092735571525294,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4.057082,-5.0022283,1.922135,0.004921317,0,0,1,0.3857228391258084,0.9666280802457975,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
5.976141999999999,-3.075798,1.963789,1.7977072,0,0,1,0.3854086908855232,0.08373169065644816,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1
-3.143891,4.992758,0.026213586,1.5537604999999999,1,1,1,0.3463957528777267,0.7701635039149427,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.8374496,5.8461620000000005,0.008361936,1.8909869,1,1,1,0.3697092324229022,0.9491889282195646,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.0426853,5.891849,0.05070424,1.886106,1,1,1,0.3804044449179982,0.9253796442237678,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-4.1437197,3.922903,0.012281001000000001,0.026533902,1,1,1,0.3434109844261464,0.0071816671751922636,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.095194000000001,-6.146383999999999,1.8493165,0.029435932999999997,0,0,1,0.6066094080092633,0.9175540741482903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
-4.2998557,3.9407723,0.06936324,1.7715678,1,1,1,0.3508277054273669,0.858223464769173,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-3.7261963,3.949579,0.048814774000000005,0.01619625,1,0,1,0.3267516865780211,0.016441359375804838,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-4.2232413,3.9582083,0.003432691,0.043536603,1,1,1,0.3483053128215174,0.020215388107754622,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-5.354248999999999,5.148032700000001,0.006407559,0.83346575,1,1,1,0.44722738115148486,0.416986812605306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
-6.3387866,6.4459124,0.0034658909999999996,1.7935662,1,1,1,0.5445120749077026,0.9025392814165202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-6.578179400000001,6.325064,0.026914597000000002,1.6031388999999998,1,1,1,0.5495648562945746,0.7947059678035613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8.516809,-6.6666274,1.8622806,0.09068221,0,0,0,0.646754742521809,0.8932108706645046,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
-1.8152793999999999,1.3531046999999998,0.09022653,0.46144485,1,1,1,0.1346307398381454,0.18715867673281525,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
-3.3607660000000004,3.8711910000000005,0.07451289999999999,0.12731719,1,1,1,0.30783458171779027,0.026618742413319574,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-3.2774162000000002,2.1022327,0.19897473,0.16100526,1,0,1,0.22888266251762396,0.019139232077542086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.1537653,4.365951,0.34546483,1.9600698,1,1,1,0.23485283024910306,0.8140569673789206,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.3386607,4.9192724000000005,0.0763818,1.9556706000000001,1,1,1,0.30894177492627184,0.9475068806369281,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.8222099999999997,5.1062155,0.02435869,1.8638933000000002,1,1,1,0.337520531229894,0.9274633698295534,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-2.9717984,1.7138324,0.2653178,0.03196764,1,0,1,0.19930115771577545,0.11764746407943523,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1
-2.7591113999999997,5.1400976,0.04230094,1.869071,1,1,0,0.33627522071847765,0.9210276608922996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
-2.23557,4.762628599999999,0.10963648599999999,1.9413481,1,1,0,0.2978709723651344,0.9235191238300233,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1
