Label,x,y,claim,perspective,opposite_auto
0,0,0,Boys should go to boys only schools,"boys are more aggressive, violent, stereotypically masculine in boys schools","boys are not more aggressive, violent, stereotypically masculine in boys schools"
1,0,0,Animals have rights.,Even if we did think that animals were less intelligent than humans beings they should be protected by rights,Even if we did think that animals were more intelligent than humans beings they should be protected by rights
1,0,0,Animals have rights.,animals are entitled to rights,animals are not entitled to rights
0,0,0,The Internet must be censored,Censorship is fundamentally incompatible with the notion of free speech.,Censorship is not fundamentally incompatible with the notion of free speech.
0,0,0,The Internet must be censored,Internet Content must not be Censored because we are a country of free speech!,Internet Content must be Censored because we are a country of free speech!
1,0,0,The Internet must be censored,The internet must be censored to protect society,The internet needn't be censored to protect society
1,0,0,The Internet must be censored,Internet Nazis must be censored!,Internet Nazis needn't be censored!
1,0,0,The Internet must be censored,It is difficult to ascertain at a glance which websites are harmful.,It is not difficult to ascertain at a glance which websites are harmful.
0,0,0,The Internet must be censored,The Internet is a free domain and cannot becontrolled by the government.,The Internet is a free domain and can becontrolled by the government.
0,0,0,The Internet must be censored,The government has no control over free domain and therefore cannot censor the internet.,The government has no control over free domain and therefore can censor the internet.
1,0,0,The Internet must be censored,"As an extensive form of media, the Internet should be subject to regulation just as other forms of media are.","As an extensive form of media, the Internet should be subject to regulation just as other forms of media are not ."
1,0,0,The Internet must be censored,Other forms of media are regulated and the internet is no different.,Other forms of media are not regulated and the internet is no different.
0,0,0,We support the New START Treaty,The New START treaty helps Russia more than the US,The New START treaty helps Russia less than the US
0,0,0,We support the New START Treaty,The New START treaty is better for Russia than for the US. ,The New START treaty is not better for Russia than for the US.
0,0,0,We support the New START Treaty,The US Nuclear capabilities are hurt by the New START treaty.,The US Nuclear capabilities are not hurt by the New START treaty.
0,0,0,We support the New START Treaty,There is harm to the nuclear capabilities of the US by New START treaty.,There is not harm to the nuclear capabilities of the US by New START treaty.
1,0,0,Christianity is the greatest deception of today,"Christianity may be a deception but it's not the ""greatest"" one","Christianity may be a deception but it's the ""greatest"" one"
1,0,0,Christianity is the greatest deception of today,There are greater deceptions than Christianity.,There are not greater deceptions than Christianity.
1,0,0,Christianity is the greatest deception of today,There are a great many of deceptions in the world today that are bigger than Christianity.,There are not a great many of deceptions in the world today that are bigger than Christianity.
0,0,0,Christianity is the greatest deception of today,"It isn't christianity that's the deception, organised religion is!","It is christianity that's the deception, organised religion is!"
0,0,0,Christianity is the greatest deception of today,Christianity is not a deception!,Christianity is a deception!
0,0,0,Christianity is the greatest deception of today,Christianity is not a lie!,Christianity is a lie!
0,0,0,Christianity is the greatest deception of today,Christianity is not dishonest!,Christianity is dishonest!
0,0,0,Democracy Is the Best Form of Government,Electorate is not motivated,Electorate is motivated
0,0,0,Force think tanks to reveal all of their sources of funding,A dangerous precedent is set when you regulate think tanks.,A dangerous precedent is not set when you regulate think tanks.
0,0,0,Force think tanks to reveal all of their sources of funding,Privacy is a right to private investors.,Privacy is not a right to private investors.
0,0,0,Force think tanks to reveal all of their sources of funding,Think tanks should be able to choose not to know who funds them,Think tanks should be able to choose to know who funds them
0,0,0,Force think tanks to reveal all of their sources of funding,Think tanks do not need to know where their funding is from.,Think tanks do need to know where their funding is from.
0,0,0,Force think tanks to reveal all of their sources of funding,It is not neccesary for think tanks to know who funds them.,It is neccesary for think tanks to know who funds them.
0,0,0,Force think tanks to reveal all of their sources of funding,"Think tanks should be assessed by the value of their ideas, not by who funds them","Think tanks should be assessed by the value of their ideas, by who funds them"
0,0,0,Force think tanks to reveal all of their sources of funding,Who funds a think tank is unimportant to the value of their ideas.,Who funds a think tank is not unimportant to the value of their ideas.
1,0,0,Fines should be made relative to income,Creates the perception that the rich are not immune to the consequences of their actions,Creates the perception that the rich are immune to the consequences of their actions
1,0,0,Fines should be made relative to income,The rich are now also deterred,The rich are not now also deterred
0,0,0,Fines should be made relative to income,"Creates the perception that fines are like taxes, rather than a punishment","Creates the perception that fines are not like taxes, rather than a punishment"
0,0,0,Fines should be made relative to income,A flat rate is more just,A flat rate is not more just
0,0,0,Fines should be made relative to income,It is unfair to penalize a higher income with a larger fine.,It is not unfair to penalize a higher income with a larger fine.
0,0,0,Fines should be made relative to income,"Fines should be according to crime, not income.","Fines should be according to crime, income."
0,0,0,The UN should impose sanctions on countries that destroy their rainforests,Sanctions only cause more problems.,Sanctions only cause less problems.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the most effective response to an urgent crisis.,Sanctions are not the most effective response to an urgent crisis.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,Urgent crisises are best responded to with sanctions.,Urgent crisises are not best responded to with sanctions.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the fastest and most effective measures when a crisis is urgent.,Sanctions are not the fastest and most effective measures when a crisis is urgent.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,[Response to rebuttal] Sanctions are the most effective response to an urgent crisis.,[Response to rebuttal] Sanctions are not the most effective response to an urgent crisis.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,The most effective response to a true crisis is the implementation of sanctions.,The most effective response to a true crisis is not the implementation of sanctions.
1,0,0,The UN should impose sanctions on countries that destroy their rainforests,Sanctions are the most effective manner in which to respond to a real crisis.,Sanctions are not the most effective manner in which to respond to a real crisis.
0,0,0,The United States is a ‘benign’ hegemon,"The US is not a hegemon at all, but an imperialist power-an empire. ","The US is a hegemon at all, but an imperialist power-an empire."
0,0,0,The United States is a ‘benign’ hegemon,The United States is a de facto empire.,The United States is not a de facto empire.
0,0,0,The United States is a ‘benign’ hegemon,"In reality, the United States is an empire, not a hegemon.","In reality, the United States is an empire, a hegemon."
0,0,0,The United States is a ‘benign’ hegemon,The US is less of a hegemon and more of an imperial empire,The US is not less of a hegemon and more of an imperial empire
0,0,0,The United States is a ‘benign’ hegemon,The US is more like an imperial power and less like a hegemon,The US is not more like an imperial power and less like a hegemon
0,0,0,Eritrea is responsible for its isolation,Eritrea is surrounded by hostile nations ,Eritrea is not surrounded by hostile nations
1,0,0,Reheat tea in the microwave,Reheating is 5 times better for the environment,Reheating is not 5 times better for the environment
1,0,0,Reheat tea in the microwave,"Reusing, reheating tea using the stove is environmentally unsound.","Reusing, reheating tea using the stove is not environmentally unsound."
0,0,0,The full financial history of all candidates for political office must be posted online,"The focus of elections should be on policy, not personal issues like financial records","The focus of elections should be on policy, personal issues like financial records"
0,0,0,The full financial history of all candidates for political office must be posted online,"Financial records are personal, not political, issues.","Financial records are personal, political, issues."
0,0,0,The full financial history of all candidates for political office must be posted online,Political candidates should focus on policy and not be subjected to scrutinization of their financial records.,Political candidates should focus on policy and be subjected to scrutinization of their financial records.
1,0,0,The full financial history of all candidates for political office must be posted online,Candidates' willingness to circumvent the system/play by the rules can be indicated by financial dealings.,Candidates' willingness to circumvent the system/play by the rules can't be indicated by financial dealings.
0,0,0,The full financial history of all candidates for political office must be posted online,Too much focus on candidates' finances only leads to class wars. ,Too little focus on candidates' finances only leads to class wars.
1,0,0,Pre-nuptial agreements should not be recognised in divorce courts,The State imposed system is not objectively right for everybody,The State imposed system is objectively right for everybody
1,0,0,Pre-nuptial agreements should not be recognised in divorce courts,Prenuptial agreements should not be recognized in divorce courts,Prenuptial agreements should be recognized in divorce courts
0,0,0,Pre-nuptial agreements should not be recognised in divorce courts,Liberty to decide what you want is good and because pre-nuptial agreements can be considered rational decisions,Liberty to decide what you want is not good and because pre-nuptial agreements can be considered rational decisions
1,0,0,Pre-nuptial agreements should not be recognised in divorce courts,Prenuptial agreements are either too lovely or not as lovely as they appear,Prenuptial agreements are either too lovely or as lovely as they appear
1,0,0,Downloading music without permission is morally equivalent to theft,A legal transaction is the only way to achieve free exchange of value,A legal transaction is not the only way to achieve free exchange of value
0,0,0,Downloading music without permission is morally equivalent to theft,Downloaders spend more on music,Downloaders spend less on music
0,0,0,Downloading music without permission is morally equivalent to theft,It is well know that people that download also purchase the most.,It is not well know that people that download also purchase the most.
0,0,0,Downloading music without permission is morally equivalent to theft,Downloads are also big spenders.,Downloads are not also big spenders.
1,0,0,Violent Video Games Contribute to Youth Violence,"Playing violent video games causes more aggression, bullying, and fighting.","Playing violent video games causes less aggression, bullying, and fighting."
1,0,0,Violent Video Games Contribute to Youth Violence,"Violent video games are seen as a risk factor for aggressive behavior, according to the American Psychological Association (APA)","Violent video games are not seen as a risk factor for aggressive behavior, according to the American Psychological Association (APA)"
0,0,0,Violent Video Games Contribute to Youth Violence,Gun violence is less prevalent in countries with high video game use.,Gun violence is not less prevalent in countries with high video game use.
0,0,0,Violent Video Games Contribute to Youth Violence,Countries with high video game use see less gun violence,Countries with high video game use see more gun violence
0,0,0,Violent Video Games Contribute to Youth Violence,There are many flaws to the theory that violent video games cause real life violence.,There are not many flaws to the theory that violent video games cause real life violence.
0,0,0,Violent Video Games Contribute to Youth Violence,Studies claiming a causal link between video game violence and real life violence are flawed.,Studies claiming a causal link between video game violence and real life violence are not flawed.
0,0,0,Violent Video Games Contribute to Youth Violence,Playing violent video games does not cause kids to commit mass shootings.,Playing violent video games does cause kids to commit mass shootings.
1,0,0,Violent Video Games Contribute to Youth Violence,Violent video games are detrimental to social interaction.,Violent video games are not detrimental to social interaction.
0,0,0,Violent Video Games Contribute to Youth Violence,Restricting video games only makes people more interested in them. ,Restricting video games only makes people less interested in them.
1,0,0,Violent Video Games Contribute to Youth Violence,Video games are content that has a right to be censored for the mass majority's public safety.,Video games are not content that has a right to be censored for the mass majority's public safety.
0,0,0,Smoking should be banned in public places,"Smoking is a personal choice, and should not be restricted.","Smoking is a personal choice, and should be restricted."
0,0,0,Smoking should be banned in public places,The decision to smoke is a human right.,The decision to smoke is not a human right.
0,0,0,Smoking should be banned in public places,Smoking is a human right.,Smoking is not a human right.
0,0,0,Smoking should be banned in public places,Taking away a smoker's rights to smoke in public is akin to the time of slavery!,Taking away a smoker's rights to smoke in public is not akin to the time of slavery!
0,0,0,Smoking should be banned in public places,"How can this be a free Canada, if our right to smoke in public is taken away?","How can this be a free Canada, if our right to smoke in public is not taken away?"
0,0,0,Smoking should be banned in public places,"Canada is a free country, so we should be free to be able to smoke.","Canada is not a free country, so we should be free to be able to smoke."
0,0,0,Smoking should be banned in public places,Being free to smoke is a basic right that someone in a free country should have.,Being free to smoke is not a basic right that someone in a free country should have.
0,0,0,Smoking should be banned in public places,No - it should not be banned in places people CHOOSE to go  ,No - it should be banned in places people CHOOSE to go  
0,0,0,Smoking should be banned in public places,"Since people are choosing whether to go to places, smoking shouldn't be banned there,","Since people are choosing whether to go to places, smoking should be banned there,"
0,0,0,Smoking should be banned in public places,Smoking shouldn't be banned in places where people choose to be.,Smoking should be banned in places where people choose to be.
0,0,0,Smoking should be banned in public places,Banning smoking isn't necessary.,Banning smoking is necessary.
0,0,0,Smoking should be banned in public places,smoking don't necessarily have to be banned,smoking do necessarily have to be banned
0,0,0,Smoking should be banned in public places,It isn't necessary to ban smoking.,It is necessary to ban smoking.
0,0,0,Smoking should be banned in public places,It's not necessary to ban smoking.,It's necessary to ban smoking.
0,0,0,Smoking should be banned in public places,Banning smoking is not something that's necessary.,Banning smoking is something that's necessary.
0,0,0,Smoking should be banned in public places,Banning smoking in public places is not right.,Banning smoking in public places is right.
0,0,0,Smoking should be banned in public places,It is not right to ban smoking.,It is right to ban smoking.
0,0,0,Smoking should be banned in public places,Banning smoking is a bad idea.,Banning smoking is not a bad idea.
0,0,0,Smoking should be banned in public places,A smoking ban in public places is harmful to the economy,A smoking ban in public places is not harmful to the economy
1,0,0,We should abolish speed cameras,Speed cameras are a dangerous distraction to motorists,Speed cameras are not a dangerous distraction to motorists
1,0,0,We should abolish speed cameras,Speed cameras distract mororists and are therefore dangerous.,Speed cameras distract mororists and are not therefore dangerous.
0,0,0,We should abolish speed cameras,Caught on film you can't deny responsibility for your actions.,Caught on film can deny responsibility for your actions.
0,0,0,We should abolish speed cameras,Traffic cams can't be avoided and neither can you avoid responsibility for driving actions.,Traffic can be avoided and neither can you avoid responsibility for driving actions.
0,0,0,We should abolish speed cameras,Abolishing speed cameras makes drivers feel less responsible.,Abolishing speed cameras makes drivers feel more responsible.
1,0,0,We should abolish speed cameras,Driving behaviour has not changed since cameras were introduced,Driving behaviour has changed since cameras were introduced
1,0,0,We should abolish speed cameras,Traffic cams have not altered driver behaviors.,Traffic cams have altered driver behaviors.
1,0,0,We should abolish speed cameras,"Better car and medical technology has saved lives, not cameras","Better car and medical technology has saved lives, cameras"
1,0,0,We should abolish speed cameras,"Cameras don't save lives, better car and medical technology do,","Cameras do save lives, better car and medical technology do,"
1,0,0,We should abolish speed cameras,"Improved car and medical technology save lives, cameras do not","Improved car and medical technology save lives, cameras do "
1,0,0,We should abolish speed cameras,"Cameras are money making, not life saving","Cameras are money making, life saving"
1,0,0,We should abolish speed cameras,Traffic cams are just automated speed traps.,Traffic cams are not just automated speed traps.
1,0,0,We should abolish speed cameras,"Speed cameras were meant for monetary gains, not to improve driving.","Speed cameras were meant for monetary gains, to improve driving."
0,0,0,We must bring back corporal punishment,Social problems can be solved without resorting to physical punishments.,Social problems can't be solved without resorting to physical punishments.
0,0,0,We must bring back corporal punishment,It is the duty of the state to avoid using corporal punishment when they need to solve social problems.,It is not the duty of the state to avoid using corporal punishment when they need to solve social problems.
0,0,0,We must bring back corporal punishment,Corporal punishment isn't a good idea when solving social problems.,Corporal punishment is a good idea when solving social problems.
1,0,0,Scotland should cede from the union.,If Scotland were independent then it would have more power in important areas.,If Scotland were independent doesn't mean it would have more power in important areas.
1,0,0,Scotland should cede from the union.,An independent Scotland nation-state would give it more influence.,An independent Scotland nation-state would give it less influence.
0,0,0,Scotland should cede from the union.,Scotland's economy cannot survive if it doesn't have England to lean on.,Scotland's economy can survive if it doesn't have England to lean on.
0,0,0,Scotland should cede from the union.,Scotland would not be able to survive independently without England.,Scotland would be able to survive independently without England.
1,0,0,Scotland should cede from the union.,Relations between Scots and English are deteriorating,Relations between Scots and English are not deteriorating
1,0,0,Scotland should cede from the union.,Other small nation-states like Norway and the Republic of Ireland are successful,Other small nation-states like Norway and the Republic of Ireland are not successful
1,0,0,Scotland should cede from the union.,Norway and the Republic of Ireland are examples of successful nation-states.,Norway and the Republic of Ireland are not examples of successful nation-states.
0,0,0,Scotland should cede from the union.,"If it should come to it, the Scottish people would not vote for independence.","If it should come to it, the Scottish people would vote for independence."
0,0,0,Scotland should cede from the union.,Scots would not be in favor of voting for independence. ,Scots would be in favor of voting for independence.
0,0,0,US must get rid of the double jeopardy rule,Double jeopardy ensures defendants are not brought to trial on weak grounds,Double jeopardy ensures defendants are brought to trial on weak grounds
0,0,0,US must get rid of the double jeopardy rule,Defendants aren't brought to trial unnecessarily because of double jeopardy.,Defendants are brought to trial unnecessarily because of double jeopardy.
0,0,0,US must get rid of the double jeopardy rule,The double jeopardy principle ensures that only strong cases are brought against defendants.,The double jeopardy principle ensures that only strong cases are not brought against defendants.
1,0,0,US must get rid of the double jeopardy rule,Abolishment of double jeopardy would ensure the guilty do not escape punishment,Abolishment of double jeopardy would ensure the guilty do escape punishment
1,0,0,We must ban negative advertising in political campaigns,Existing methods of disciplining and controlling candidates are ineffective.,Existing methods of disciplining and controlling candidates are not ineffective.
1,0,0,We must ban negative advertising in political campaigns,Negativity in campaigns can lead to a government that is negative.,Negativity in campaigns can lead to a government that is not negative.
0,0,0,Humans should eat meat,We shouldn't eat as muh meat.,We should eat as muh meat.
0,0,0,Humans should eat meat,We should eat less meat.,We should eat more meat.
0,0,0,Humans should eat meat,We should stop eating so much meat.,We should stop eating does not mean much meat.
1,0,0,Humans should eat meat,If humans are like animals they should be able to eat them,If humans are not like animals they should be able to eat them
1,0,0,Humans should eat meat,It is okay for humans to eat animals.,It is not okay for humans to eat animals.
1,0,0,Humans should eat meat,It is not immoral to eat animals.,It is immoral to eat animals.
0,0,0,Humans should eat meat,The farming of animals causes suffering. Causing suffering is wrong. The farming of animals is wrong,The farming of animals causes suffering. Causing suffering is not wrong. The farming of animals is wrong
0,0,0,Humans should eat meat,Farming of animals causes suffering and is wrong.,Farming of animals causes suffering and is not wrong.
0,0,0,Humans should eat meat,"Animal suffering is wrong; therefore, farming them is too, since it causes them to suffer.","Animal suffering is not wrong; therefore, farming them is too, since it causes them to suffer."
1,0,0,Humans should eat meat,"Animals are below humans, therefore humans can eat them","Animals are not below humans, therefore humans can eat them"
0,0,0,Humans should eat meat,vegetarians visit hospitals 22% less often than meat eaters ,vegetarians visit hospitals 22% more often than meat eaters
0,0,0,Humans should eat meat,Vegetarians visit hospitals 22% less than meat eaters.,Vegetarians visit hospitals 22% more than meat eaters.
0,0,0,Humans should eat meat,Vegetarians go to hospitals 22% less than meat eaters.,Vegetarians go to hospitals 22% more than meat eaters.
1,0,0,The environment is being sacrificed for the economy,air pollution is going to get worse,air pollution is not going to get worse
1,0,0,The environment is being sacrificed for the economy,the pollution in the air is going to get worse,the pollution in the air is not going to get worse
0,0,0,Targeted online advertising on the basis of user profiles and demographics must be banned,This advertising strategy provides benefits by making marketing more efficient and allows smaller markets to develop,This advertising strategy provides benefits by making marketing less efficient and allows smaller markets to develop
0,0,0,Gorbachev Was Responsible for The Collapse Of The USSR,The System Needed to Change in Order to Survive in the Longer Term; That Mikhail Gorbachev’s Reforms Failed Showed that the USSR Could Not be Saved,The System Needed to Change in Order to Survive in the Longer Term; That Mikhail Gorbachev’s Reforms Failed Showed that the USSR Could be Saved
0,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are an example of violence that has no place in baseball.  ,Collisions are not an example of violence that has no place in baseball.  
0,0,0,Major league baseball should continue to allow collisions at home plate,collisions and violence should not be in baseball,collisions and violence should be in baseball
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are not as dangerous as they’re feared to be.  ,Collisions are as dangerous as they’re feared to be.  
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are not necessarily dangerous.,Collisions are necessarily dangerous.
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions in MLB aren't all that bad.,Collisions in MLB are all that bad.
1,0,0,Major league baseball should continue to allow collisions at home plate,The safety concerns about collision are overblown,The safety concerns about collision are not overblown
1,0,0,Major league baseball should continue to allow collisions at home plate,There is an overreaction to the dangers of collisions,There is not an overreaction to the dangers of collisions
0,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are unnecessary.  ,Collisions are not unnecessary.  
0,0,0,Major league baseball should continue to allow collisions at home plate,collisions are not good,collisions are good
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are a part of the game.  ,Collisions are not a part of the game.  
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions happen in baseball and should be left as is.,Collisions happen in baseball and should be left as is not .
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are just part of the game of baseball,Collisions are not just part of the game of baseball
1,0,0,Major league baseball should continue to allow collisions at home plate,One of the things that is part of baseball is having collisions,One of the things that is not part of baseball is having collisions
0,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are dangerous and lead to injury.  ,Collisions are not dangerous and lead to injury.  
0,0,0,Major league baseball should continue to allow collisions at home plate,collisions are very dangerous,collisions are not very dangerous
1,0,0,Major league baseball should continue to allow collisions at home plate,The catcher or runner would have a ridiculous advantage if collisions were not allowed.,The catcher or runner would have a ridiculous advantage if collisions were allowed.
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are exciting and fun to watch.  ,Collisions are not exciting and fun to watch.  
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are an exciting part of the sport.,Collisions are not an exciting part of the sport.
1,0,0,Major league baseball should continue to allow collisions at home plate,Physicality is an important and fun part of major league baseball.,Physicality is not an important and fun part of major league baseball.
1,0,0,Major league baseball should continue to allow collisions at home plate,Collisions are an exciting part of the game,Collisions are not an exciting part of the game
1,0,0,Major league baseball should continue to allow collisions at home plate,It is exciting to watch a collision,It is not exciting to watch a collision
0,0,0,Individuals have a moral obligation to assist people in need,"Help should only be provided to those that want it, and individuals should be able to choose if they want to help or not.","Help should only be provided to those that want it, and individuals should be able to choose if they want to help or ."
1,0,0,History as a subject in school is needed,History is something that people need to know. ,History is not something that people need to know.
1,0,0,History as a subject in school is needed,history is an important subject,history is not an important subject
1,0,0,History as a subject in school is needed,history repeats itself if not known,history repeats itself if known
1,0,0,History as a subject in school is needed,where we have been can help us with where we are going,where we have been can help us with where we are not going
1,0,0,History as a subject in school is needed,"Teaching history ensures that events of the past are not forgotten, and lessons are learned","Teaching history ensures that events of the past are forgotten, and lessons are learned"
0,0,0,History as a subject in school is needed,"History lessons can be used as state-sponsored propaganda, distorting the events of the past","History lessons can't be used as state-sponsored propaganda, distorting the events of the past"
1,0,0,History as a subject in school is needed,History should always have a place in the schoolroom because it is vital to an understanding of why things are the way they are. ,History should always have a place in the schoolroom because it is not vital to an understanding of why things are the way they are.
1,0,0,History as a subject in school is needed,Schoolchildren need to learn history since it is an integral part of learning about one's country.,Schoolchildren need to learn history since it is not an integral part of learning about one's country.
1,0,0,History as a subject in school is needed,History is a useful subject because it teaches useful skills.,History is not a useful subject because it teaches useful skills.
1,0,0,History as a subject in school is needed,Historical facts can be established to a sufficient degree to be taught to schoolchildren,Historical facts can't be established to a sufficient degree to be taught to schoolchildren
1,0,0,History as a subject in school is needed,"If taught properly, historical facts can be taught to schoolchildren without problems.","If taught properly, historical facts can't be taught to schoolchildren without problems."
1,0,0,History as a subject in school is needed,"History is a good thing to teach to schoolchildren if taught the right way,","History is not a good thing to teach to schoolchildren if taught the right way,"
0,0,0,Jerusalem should be divided,Division would do more harm than good.,Division would do less harm than good.
0,0,0,Jerusalem should be divided,Unfavorable societal outcomes from division mean that it is not worth it.,Unfavorable societal outcomes from division mean that it is worth it.
0,0,0,Golf is a Sport,"Golf involves competition, keeping score, and declaring a winner, but those qualities alone do not make it a sport. ","Golf involves competition, keeping score, and declaring a winner, but those qualities alone do make it a sport."
0,0,0,Golf is a Sport,"Golf involves many elements of competition, but that does not make it a sport.","Golf involves many elements of competition, but that does make it a sport."
0,0,0,Golf is a Sport,Experts believe golf does not require enough physical fitness to be considered a sport.,Experts believe golf does require enough physical fitness to be considered a sport.
0,0,0,Golf is a Sport,"If you can compete in a professional tournament with a broken leg, it is not a sport. ","If you can compete in a professional tournament with a broken leg, it is a sport."
0,0,0,Golf is a Sport,Golf does not have the physical rigors that sports do.,Golf does have the physical rigors that sports do.
0,0,0,Golf is a Sport,Golf is not physically demanding enough to be a sport.,Golf is physically demanding enough to be a sport.
0,0,0,Golf is a Sport,"If you can compete in golf with a handicap, then it is not a sport.","If you can compete in golf with a handicap, then it is a sport."
0,0,0,Golf is a Sport,"Even people with broken limbs can play golf, which makes it not a real sport.","Even people with broken limbs can play golf, which makes it a real sport."
0,0,0,Golf is a Sport,"If an activity does not make you break a sweat, or if it can be done while drinking and smoking, then it is not a sport. ","If an activity does make you break a sweat, or if it can be done while drinking and smoking, then it is not a sport."
0,0,0,Golf is a Sport,"Because you can play golf without breaking a sweat, and drink and smoke while doing it,  it is not a sport. ","Because you can play golf without breaking a sweat, and drink and smoke while doing it,  it is a sport."
0,0,0,Golf is a Sport,Golf is not a sport because you can play it without breaking a sweat and while you are drunk. ,Golf is a sport because you can play it without breaking a sweat and while you are drunk.
0,0,0,Golf is a Sport,The fact that golf can be difficult and requires practice and skill to achieve proficiency does not mean it qualifies as a sport. ,The fact that golf can be difficult and requires practice and skill to achieve proficiency does mean it qualifies as a sport.
0,0,0,Golf is a Sport,That golf can be difficult and skills and practice are required does not qualify it as a sport. ,That golf can be difficult and skills and practice are required does qualify it as a sport.
0,0,0,Golf is a Sport,Skill is required for a person to be proficient in golf doesn't make it a sport. ,Skill is required for a person to be proficient in golf does make it a sport.
0,0,0,Golf is a Sport,The possibility of getting injured while playing golf does not make it a sport. ,The possibility of getting injured while playing golf does make it a sport.
0,0,0,Golf is a Sport,the probability of getting injured while playing golf is extremely low therefore it is not a sport.,the probability of getting injured while playing golf is extremely low therefore it is a sport.
0,0,0,Golf is a Sport,"There should be some risk to be considered a real sport, which golf does not have.","There should be some risk to be considered a real sport, which golf does have."
0,0,0,Golf is a Sport,The decision to include golf in the 2016 Summer Olympics is questionable. ,The decision to include golf in the 2016 Summer Olympics is not questionable.
1,0,0,Golf is a Sport,Professional golfers are considered athletes by mainstream media. ,Professional golfers are not considered athletes by mainstream media.
0,0,0,Golf is a Sport,Athleticism does not correlate with performance when it comes to golf. ,Athleticism does correlate with performance when it comes to golf.
0,0,0,Golf is a Sport,Even if you are really athletic does not mean you will do well at golf.,Even if you are really athletic does mean you will do well at golf.
0,0,0,Golf is a Sport,You do not need to be physically fit to be good at golf.,You do need to be physically fit to be good at golf.
0,0,0,Golf is a Sport,The definition of a game is a better match to golf than the definition of a sport. ,The definition of a game is not a better match to golf than the definition of a sport.
0,0,0,Golf is a Sport,Golf is the match to a game more than a match to a sport. ,Golf is not the match to a game more than a match to a sport.
1,0,0,Golf is a Sport,Golf is categorized as a sport according the definitions found in many dictionaries,Golf is not categorized as a sport according the definitions found in many dictionaries
1,0,0,Golf is a Sport,Golf is one of dozens of independent sports like running or swimming. ,Golf is not one of dozens of independent sports like running or swimming.
1,0,0,Golf is a Sport,Golf has many more commonalities with other sports. ,Golf has many less commonalities with other sports.
1,0,0,Golf is a Sport,There are many commonalities between golf and other sports. ,There are not many commonalities between golf and other sports.
1,0,0,Golf is a Sport,Contrary to public opinion golf does have a lot more commonalities with other sports than most realize. ,Contrary to public opinion golf does have a lot less commonalities with other sports than most realize.
0,0,0,Golf is a Sport,"Unlike a sport, golf does not require rigorous physical activity. ","Unlike a sport, golf does require rigorous physical activity."
0,0,0,Golf is a Sport,You are not required to endure rigorous physical activity to play golf. ,You are required to endure rigorous physical activity to play golf.
0,0,0,Golf is a Sport,Golf is unlike sports in which rigorous physical activities are required. ,Golf is not unlike sports in which rigorous physical activities are required.
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Rod Laver is without doubt the greatest ever!,Rod Laver is not without doubt the greatest ever!
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Laver has a record that is hard to match.,Laver has a record that is not hard to match.
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,"He has not won The Grand Slam, the single greatest, and most difficult, feat in tennis.","He has won The Grand Slam, the single greatest, and most difficult, feat in tennis."
0,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer is one of the best tennis players of all time.,Federer is not one of the best tennis players of all time.
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,He has a losing record against Rafael Nadal. How can you be the best of all time if you're not even the best of your own era?,He has a losing record against Rafael Nadal. How can you be the best of all time if you're even the best of your own era?
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Is not even the best in his current generation,Is even the best in his current generation
1,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Was not ranked number one for the most years,Was ranked number one for the most years
0,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,He is the all-time career money leader,He is not the all-time career money leader
0,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer is the Greatest EVER!,Federer is not the Greatest EVER!
0,0,0,Roger Federer Is Not the Greatest Tennis Player of All Time,Federer has won many games which is very hard for peopple to do.,Federer has won many games which is not very hard for peopple to do.
1,0,0, Aboriginal culture must be protected,Indigenous culture brings things to the table that are of benefit to society.,Indigenous culture brings things to the table that are not of benefit to society.
1,0,0, Aboriginal culture must be protected,"We cannot understand ourselves if we cannot understand others, so protection of indigenous culture is important.","We can understand ourselves if we cannot understand others, so protection of indigenous culture is important."
1,0,0, Aboriginal culture must be protected,The preservation of displaced cultures is important in preventing future oppression.,The preservation of displaced cultures is not important in preventing future oppression.
